ts_code,start_date,end_date,breakthrough_date,start_price,current_price,growth_rate,ret_from_break_pct,days,year_start_price,year_to_date_growth,growth_5d,growth_10d,growth_20d,growth_30d,score,up_days,down_days,up_down_ratio,up_rate_sum,down_rate_sum,rate_sum,nh_break_events,nh_lookback_n,recent_5d_growth
688720,20241220,20260421,20260327,64.3,77.1,19.91,19.91,16,71.81,7.37,2.46,16.33,0.0,0.0,5.39,8,7,1.14,30.79,11.22,42.0,0,60,-0.52
300352,20240126,20260421,20260327,6.33,7.63,20.54,20.54,16,6.37,19.78,4.58,12.48,0.0,0.0,4.66,9,4,2.25,30.07,10.26,40.34,0,60,6.12
688337,20241220,20260421,20260327,40.66,62.4,53.47,53.47,16,38.15,63.56,8.04,29.66,0.0,0.0,10.51,10,4,2.5,48.06,3.18,51.23,7,60,13.17
300326,20240126,20260421,20260327,5.95,6.67,12.1,12.1,16,5.75,16.0,8.24,14.96,0.0,0.0,6.14,11,4,2.75,17.81,6.13,23.94,6,60,-1.77
600867,20240126,20260421,20260327,8.9,10.08,13.26,13.26,16,8.38,20.29,9.55,11.91,0.0,0.0,5.48,8,7,1.14,22.14,9.09,31.23,6,60,1.82
300082,20240126,20260421,20260327,10.83,11.38,5.08,5.08,16,10.83,5.08,0.0,-1.02,0.0,0.0,-0.31,8,6,1.33,19.76,14.14,33.9,3,60,-2.4
688157,20241220,20260421,20260326,36.97,39.5,6.84,6.84,17,37.7,4.77,4.0,14.31,0.0,0.0,5.09,6,9,0.67,19.03,11.85,30.88,0,60,-2.92
603819,20240126,20260421,20260326,12.57,14.62,16.31,16.31,17,11.82,23.69,11.22,6.92,0.0,0.0,4.32,10,6,1.67,24.62,8.9,33.52,4,60,4.95
601886,20240126,20260421,20260326,8.35,9.74,16.65,16.65,17,8.15,19.51,7.66,9.94,0.0,0.0,4.51,11,4,2.75,20.93,5.21,26.13,0,60,3.73
001367,20241220,20260421,20260326,24.12,25.41,5.35,5.35,17,22.33,13.79,7.5,4.44,0.0,0.0,2.83,8,8,1.0,21.11,15.32,36.43,4,60,-3.82
002468,20240126,20260421,20260326,14.91,16.99,13.95,13.95,17,13.53,25.57,1.61,4.09,0.0,0.0,1.55,8,8,1.0,28.63,14.34,42.97,6,60,14.03
002299,20240126,20260421,20260326,17.3,18.68,7.98,7.98,17,16.63,12.33,4.34,5.72,0.0,0.0,2.58,10,6,1.67,14.15,6.27,20.42,0,60,-1.16
688163,20241220,20260421,20260326,24.11,38.25,58.65,58.65,17,22.45,70.38,16.42,24.1,0.0,0.0,10.51,14,2,7.0,49.87,2.52,52.39,9,60,23.55
688799,20241220,20260421,20260326,49.06,55.5,13.13,13.13,17,48.55,14.32,27.6,28.74,0.0,0.0,14.14,9,7,1.29,30.14,16.17,46.31,4,60,-4.19
300254,20240126,20260421,20260326,11.0,12.44,13.09,13.09,17,10.33,20.43,7.55,2.73,0.0,0.0,2.33,10,6,1.67,30.25,17.05,47.3,0,60,5.87
002771,20240126,20260421,20260325,16.93,18.35,8.39,8.39,18,15.39,19.23,1.18,-0.53,0.0,0.0,0.08,8,9,0.89,25.14,16.24,41.38,6,60,7.88
688155,20241220,20260421,20260325,75.0,90.1,20.13,20.13,18,66.11,36.29,-3.32,3.6,0.0,0.0,0.42,11,6,1.83,30.85,11.69,42.53,0,60,10.61
002203,20240126,20260421,20260325,13.1,17.91,36.72,36.72,18,12.81,39.81,6.11,15.27,0.0,0.0,5.8,12,5,2.4,43.34,10.74,54.08,2,60,14.96
300807,20241220,20260421,20260325,50.75,56.02,10.38,10.38,17,59.07,-5.16,-0.06,3.45,0.0,0.0,1.02,11,5,2.2,16.31,6.18,22.49,0,60,7.01
603289,20241220,20260421,20260325,10.64,11.95,12.31,12.31,18,10.14,17.85,5.26,11.84,0.0,0.0,4.6,11,6,1.83,23.22,11.09,34.31,3,60,-1.81
600872,20240126,20260421,20260325,18.29,21.47,17.39,17.39,18,17.82,20.48,4.21,5.96,0.0,0.0,2.63,10,7,1.43,23.22,6.54,29.76,8,60,10.73
003043,20241220,20260421,20260325,51.21,56.55,10.43,10.43,18,47.0,20.32,8.77,8.42,0.0,0.0,4.28,11,6,1.83,24.96,14.34,39.29,3,60,-0.75
002624,20240126,20260421,20260325,18.11,20.15,11.26,11.26,18,16.91,19.16,-2.98,11.65,0.0,0.0,2.9,6,11,0.55,24.83,13.2,38.03,0,60,3.87
002692,20240126,20260421,20260325,5.44,7.26,33.46,33.46,18,5.1,42.35,11.58,13.05,0.0,0.0,6.23,9,8,1.12,47.74,16.79,64.53,3,60,4.61
300843,20241220,20260421,20260325,52.49,68.64,30.77,30.77,18,50.95,34.72,1.45,15.89,0.0,0.0,5.06,10,7,1.43,39.58,11.11,50.69,1,60,3.23
688388,20241220,20260421,20260325,40.16,49.77,23.93,23.93,18,42.8,16.29,3.29,14.17,0.0,0.0,4.91,11,6,1.83,32.65,10.4,43.05,1,60,3.58
300953,20241220,20260421,20260325,173.0,205.48,18.77,18.77,18,170.18,20.74,0.88,1.92,0.0,0.0,0.75,9,8,1.12,33.21,14.82,48.03,4,60,12.62
600191,20240126,20260421,20260325,11.98,12.74,6.34,6.34,18,12.91,-1.32,1.09,0.67,0.0,0.0,0.42,10,7,1.43,19.81,13.21,33.02,0,60,8.33
002466,20240126,20260421,20260325,53.46,66.82,24.99,24.99,18,57.0,17.23,3.78,9.0,0.0,0.0,3.46,11,6,1.83,34.14,10.97,45.1,2,60,3.55
688313,20241220,20260421,20260325,85.77,125.35,46.15,46.15,18,88.83,41.11,-3.01,15.2,0.0,0.0,3.96,12,5,2.4,59.32,18.79,78.12,7,60,3.86
688141,20241220,20260421,20260325,49.85,66.32,33.04,33.04,18,45.55,45.6,2.91,23.05,0.0,0.0,7.5,11,6,1.83,43.43,13.27,56.7,5,60,4.23
603730,20241220,20260421,20260325,8.57,10.04,17.15,17.15,18,8.61,16.61,3.85,9.22,0.0,0.0,3.54,11,5,2.2,23.48,7.13,30.61,0,60,11.18
301587,20241220,20260421,20260325,24.5,27.7,13.06,13.06,18,23.4,18.38,9.96,5.1,0.0,0.0,3.52,9,7,1.29,29.41,16.04,45.45,2,60,-0.18
300398,20240126,20260421,20260325,25.36,29.82,17.59,17.59,18,23.3,27.98,0.95,9.19,0.0,0.0,2.95,11,6,1.83,27.21,10.42,37.62,0,60,4.96
600338,20240126,20260421,20260325,15.81,21.35,35.04,35.04,18,15.34,39.18,7.65,11.95,0.0,0.0,5.12,11,6,1.83,42.53,11.05,53.59,1,60,11.72
603118,20240126,20260421,20260325,12.79,14.85,16.11,16.11,18,11.72,26.71,2.89,9.15,0.0,0.0,3.32,11,6,1.83,28.46,12.65,41.1,5,60,6.68
688618,20241220,20260421,20260325,30.13,41.55,37.9,37.9,18,27.66,50.22,5.28,23.9,0.0,0.0,8.23,10,7,1.43,47.57,13.31,60.88,5,60,18.85
300440,20240126,20260421,20260325,14.35,17.02,18.61,18.61,18,12.23,39.17,10.45,13.87,0.0,0.0,6.25,10,7,1.43,26.69,9.06,35.74,0,60,3.03
600346,20240126,20260421,20260325,21.5,23.81,10.74,10.74,18,22.01,8.18,0.7,8.09,0.0,0.0,2.57,11,6,1.83,26.95,16.04,42.99,0,60,4.48
600232,20240126,20260421,20260325,7.74,8.58,10.85,10.85,18,8.49,1.06,4.65,5.94,0.0,0.0,2.71,11,6,1.83,18.6,7.95,26.55,0,60,-1.94
002522,20240126,20260421,20260325,5.65,6.28,11.15,11.15,18,5.7,10.18,0.53,7.61,0.0,0.0,2.39,10,7,1.43,21.6,10.52,32.12,0,60,0.16
000762,20240126,20260421,20260325,27.23,36.0,32.21,32.21,18,27.38,31.48,6.65,12.93,0.0,0.0,5.21,10,7,1.43,46.69,16.63,63.32,5,60,4.86
000978,20240126,20260421,20260325,7.38,7.9,7.05,7.05,18,7.03,12.38,4.34,9.08,0.0,0.0,3.59,8,9,0.89,28.65,20.43,49.07,4,60,-1.25
603076,20241220,20260421,20260325,25.77,29.16,13.15,13.15,18,23.49,24.14,9.43,13.12,0.0,0.0,5.82,8,9,0.89,23.07,9.99,33.06,3,60,2.32
600382,20240126,20260421,20260324,7.69,9.76,26.92,26.92,19,7.11,37.27,16.38,13.52,0.0,0.0,7.33,12,6,2.0,36.22,11.38,47.6,2,60,2.95
301387,20241220,20260421,20260324,49.91,66.95,34.14,34.14,19,55.14,21.42,2.02,7.11,0.0,0.0,2.54,12,6,2.0,44.99,14.08,59.07,0,60,7.48
688338,20241220,20260421,20260324,28.5,30.48,6.95,6.95,19,26.61,14.54,4.81,3.05,0.0,0.0,1.88,10,7,1.43,19.39,12.31,31.7,0,60,4.46
688129,20241220,20260421,20260324,22.85,26.09,14.18,14.18,19,20.9,24.83,1.79,-0.66,0.0,0.0,0.16,10,8,1.25,26.49,12.61,39.1,1,60,13.68
