ts_code,breakthrough_date,breakthrough_price,ma120_at_breakthrough,held_p0,held_ma120,held_p0_days,held_ma120_days,min_deviation_p0,min_deviation_ma,broke_p0_count,broke_ma_count,max_gain,final_gain,success
sz000933,20240930,19.28,18.63,False,False,6,74,-21.78,-13.41,114,46,4.72,-6.22,False
sz002727,20241106,14.4,14.32,False,False,3,48,-21.39,-12.26,117,72,2.01,-7.08,False
sz301102,20250625,10.8,10.72,False,False,114,100,-0.74,-6.66,6,20,13.33,-0.46,False
sz002946,20250804,16.62,16.53,False,False,116,72,-0.96,-6.45,4,48,18.95,11.67,False
sz000753,20240927,3.04,2.92,True,True,120,120,0.0,0.0,0,0,130.81,72.65,True
sz300667,20250805,16.37,16.06,False,False,65,96,-8.92,-4.67,55,24,20.77,12.77,False
sz300286,20240930,20.37,19.17,False,False,43,100,-13.45,-8.28,77,20,27.24,11.88,False
sz002413,20240927,3.9,3.85,True,False,120,98,0.0,-6.13,0,22,37.44,16.15,False
sz300849,20250910,14.38,14.26,False,False,99,99,-8.83,-7.01,21,21,57.79,46.24,True
sz300018,20240814,4.78,4.74,False,False,106,114,-2.93,-2.04,14,6,59.62,47.28,True
sz000404,20240902,5.86,5.85,False,False,113,112,-5.63,-4.54,7,8,28.5,17.75,False
sz002117,20240930,7.27,6.8,False,True,109,120,-5.5,0.0,11,0,102.34,85.42,True
sz301255,20250624,30.46,29.06,False,False,68,70,-12.38,-13.75,52,50,19.53,-12.02,False
sz002470,20240926,1.46,1.43,True,False,120,113,0.0,-5.91,0,7,67.81,21.92,True
sz300605,20240826,9.95,9.91,False,False,105,89,-10.35,-10.57,15,31,53.67,34.37,True
sz399623,20240927,6320.64,6003.75,True,True,120,120,0.0,0.0,0,0,20.72,14.48,False
sz399344,20240926,4912.19,4838.68,True,False,120,119,0.0,-1.0,0,1,28.72,16.0,False
sz300864,20250624,19.72,19.69,False,False,112,88,-2.79,-6.64,8,32,9.53,-2.48,False
sz000950,20240925,5.04,5.0,False,False,111,70,-1.98,-5.6,9,50,28.57,0.6,False
sz301581,20250708,53.64,53.11,False,False,48,55,-14.62,-14.85,72,65,20.66,-11.54,False
sz000899,20241008,8.97,8.87,False,False,7,45,-17.06,-9.34,113,75,4.91,1.11,False
sz300783,20250825,27.91,27.47,False,False,1,10,-23.72,-13.27,119,110,0.97,-23.72,False
sz200058,20240904,1.51,1.48,False,False,106,103,-8.63,-6.61,14,17,38.49,19.24,False
sz000019,20240904,6.04,5.97,False,False,105,79,-9.44,-7.78,15,41,18.54,4.97,False
sz002996,20250929,7.37,7.22,False,False,99,79,-10.72,-15.82,21,41,20.62,-3.8,False
sz000783,20240731,5.03,5.0,False,False,85,85,-7.36,-6.56,35,35,54.87,23.46,True
sz002750,20241104,2.25,2.22,False,False,39,39,-69.33,-63.66,81,81,33.33,-68.44,False
sz300256,20240809,2.08,2.02,True,True,120,120,0.0,0.0,0,0,185.58,114.42,True
sz200016,20240926,0.66,0.65,True,False,120,113,0.0,-13.89,0,7,106.06,62.12,True
sz301055,20251020,20.77,20.22,False,False,57,51,-12.47,-13.41,63,69,68.22,50.46,True
sz002023,20240930,9.97,9.32,False,False,103,92,-5.62,-6.51,17,28,24.17,0.7,False
sz000530,20240925,3.78,3.76,True,True,120,120,0.0,0.0,0,0,96.56,69.05,True
sz002544,20240930,21.0,19.65,False,False,93,95,-13.28,-9.92,27,25,21.76,4.52,False
sz301361,20250707,32.0,30.9,False,False,108,105,-5.72,-5.22,12,15,26.94,2.37,False
sz300582,20240830,8.83,8.73,False,False,118,119,-1.7,-0.55,2,1,82.3,64.42,True
sz300218,20240903,14.43,14.41,False,False,107,96,-9.42,-9.72,13,24,36.51,15.66,False
sz301036,20250701,38.19,38.09,False,False,10,31,-17.39,-12.69,110,89,1.96,-2.59,False
sz002613,20240927,3.59,3.59,True,False,120,115,0.0,-3.94,0,5,28.13,16.43,False
sz001279,20250624,39.99,39.97,False,False,34,37,-14.45,-11.91,86,83,4.78,-14.45,False
sz002189,20240731,15.03,14.99,False,False,106,89,-6.32,-8.92,14,31,77.18,18.83,False
sz300428,20240930,17.97,17.28,False,False,42,78,-16.97,-10.07,78,42,15.86,0.0,False
sz000980,20240805,2.02,1.97,False,False,72,80,-29.21,-24.82,48,40,60.89,11.39,False
sz399394,20240927,8104.03,7859.53,False,False,95,86,-5.99,-4.84,25,34,20.32,4.89,False
sz301551,20250806,49.88,49.83,False,False,13,20,-37.38,-27.57,107,100,5.09,-26.66,False
sz300753,20250924,29.56,28.28,False,False,62,66,-15.16,-17.66,58,54,46.11,-4.36,False
sz002374,20240926,2.09,2.06,True,False,120,102,0.0,-11.57,0,18,84.21,18.66,False
sz301078,20250626,13.42,13.27,False,False,3,4,-29.14,-19.29,117,116,4.69,-15.8,False
sz300101,20240926,14.48,14.38,True,False,120,93,0.0,-9.93,0,27,84.13,24.52,True
sz300466,20240924,6.5,6.42,False,False,119,112,-1.23,-6.42,1,8,65.23,65.23,True
sz002569,20240911,6.05,6.0,True,False,120,112,0.0,-10.26,0,8,77.02,27.6,True
sz000807,20240926,12.81,12.51,True,True,120,120,0.0,0.0,0,0,40.91,31.46,True
sz399440,20240930,1173.31,1079.91,False,False,72,118,-7.59,-1.28,48,2,8.96,5.26,False
sz000629,20240927,2.68,2.65,False,False,118,116,-0.75,-2.94,2,4,27.24,6.34,False
sz000802,20240924,5.37,5.29,False,False,92,84,-10.8,-24.73,28,36,48.6,-10.8,False
sz300230,20240926,3.38,3.37,True,True,120,120,0.0,0.0,0,0,73.26,63.52,True
sz002791,20240927,27.99,27.9,False,False,33,53,-26.86,-18.6,87,67,17.18,-16.72,False
sz000518,20240802,2.34,2.24,False,False,70,71,-17.52,-13.16,50,49,62.39,5.13,False
sz300978,20250624,10.95,10.53,False,False,112,115,-2.01,-2.81,8,5,20.18,20.18,True
sz000031,20240920,2.5,2.48,True,False,120,69,0.0,-11.99,0,51,60.4,7.2,False
sz300083,20240821,6.09,5.93,False,False,92,74,-7.06,-11.08,28,46,40.56,30.21,True
sz002838,20240927,9.86,9.59,True,True,120,120,0.0,0.0,0,0,79.64,60.58,True
sz002488,20240802,5.14,5.03,True,True,120,120,0.0,0.0,0,0,171.21,114.98,True
sz300735,20250731,27.55,27.48,False,False,67,69,-13.32,-13.58,53,51,16.33,-5.19,False
sz002312,20240828,7.01,6.85,True,False,120,114,0.0,-3.04,0,6,224.14,89.88,True
sz002541,20241008,16.23,15.22,False,False,63,102,-16.88,-11.06,57,18,27.05,25.26,True
sz399972,20240926,3938.74,3890.47,True,False,120,116,0.0,-1.54,0,4,29.19,13.41,False
sz002675,20240927,12.84,12.52,False,False,83,92,-6.15,-3.78,37,28,14.95,5.53,False
sz301050,20250625,50.83,50.8,False,False,46,46,-15.15,-13.04,74,74,11.43,-1.85,False
sz399695,20240927,1879.73,1810.16,True,False,120,118,0.0,-1.13,0,2,26.9,14.11,False
sz300167,20240805,1.85,1.77,False,False,74,100,-15.68,-8.12,46,20,58.92,35.14,True
sz300534,20240806,7.89,7.79,False,False,86,68,-12.8,-9.53,34,52,39.67,9.38,False
sz002268,20240927,15.3,14.5,False,False,109,101,-6.27,-7.57,11,19,33.66,6.41,False
sz399808,20240927,1878.2,1804.09,False,False,113,76,-2.67,-6.74,7,44,24.4,1.42,False
sz300053,20240730,10.81,10.02,False,False,90,80,-16.47,-9.61,30,40,74.28,15.82,False
sz002095,20240924,13.07,12.65,True,False,120,115,0.0,-4.76,0,5,129.3,36.57,True
sz002920,20250812,113.91,107.63,False,False,92,90,-5.69,-6.43,28,30,32.76,4.0,False
sz002226,20240930,4.5,4.37,False,False,109,113,-5.55,-2.59,11,7,33.96,25.75,True
sz000735,20240731,4.97,4.85,False,False,87,99,-8.65,-4.85,33,21,56.34,22.94,True
sz002112,20240912,9.2,8.77,False,True,118,120,-1.41,0.0,2,0,100.87,82.83,True
sz002741,20240731,11.3,11.03,False,False,92,100,-13.27,-10.25,28,20,121.33,36.28,True
sz301233,20251022,54.82,54.76,False,False,40,43,-15.25,-13.65,77,74,6.26,-0.11,False
sz003008,20251224,22.25,22.1,False,False,60,52,-5.71,-7.96,12,20,11.51,5.71,False
sz002171,20240930,6.83,6.55,False,False,101,108,-9.51,-4.28,19,12,46.08,33.2,True
sz300802,20251020,19.89,19.36,False,False,56,49,-11.76,-13.55,63,70,15.43,-3.12,False
sz000936,20240930,6.67,6.06,False,False,110,114,-7.35,-4.89,10,6,38.08,6.45,False
sz300304,20240731,6.25,6.19,False,False,82,82,-13.91,-14.22,38,38,53.4,31.81,True
sz300663,20240902,10.48,10.19,False,False,116,100,-2.39,-7.51,4,20,165.55,82.16,True
sz301080,20251203,55.75,55.48,False,False,19,15,-29.02,-29.07,68,72,24.39,-13.79,False
sz399645,20240926,8193.03,8178.8,True,False,120,118,0.0,-0.13,0,2,22.26,9.76,False
sz000949,20240731,3.54,3.48,False,False,90,83,-15.25,-19.57,30,37,40.1,15.79,False
sz002274,20240926,7.05,7.04,True,False,120,119,0.0,-0.17,0,1,17.3,8.37,False
sz000767,20240927,2.46,2.43,False,False,106,92,-4.88,-6.52,14,28,28.46,10.16,False
sz300528,20240805,7.39,7.34,False,False,88,84,-16.1,-14.44,32,36,61.84,18.0,False
sz002972,20251201,12.54,12.4,False,False,31,43,-14.91,-13.29,58,46,4.86,3.11,False
sz000880,20240821,6.05,5.9,False,False,100,108,-4.84,-2.66,20,12,271.07,271.07,True
sz200726,20240930,3.91,3.75,False,False,84,92,-4.73,-5.38,36,28,6.17,-0.13,False
sz001379,20250714,20.82,20.67,False,False,99,106,-3.51,-3.93,21,14,23.05,20.03,True
sz301136,20251027,12.4,12.09,True,False,114,89,0.0,-13.68,0,25,117.42,28.71,True
sz399814,20240927,978.62,941.36,False,False,108,110,-0.96,-1.09,12,10,12.77,4.31,False
sz300334,20250924,7.02,6.81,False,False,105,90,-2.99,-7.31,15,30,18.52,5.41,False
sz000729,20240924,9.34,9.17,False,False,119,119,-2.78,-0.96,1,1,30.94,27.94,True
sz300566,20240926,13.98,13.98,True,False,120,119,0.0,-0.19,0,1,65.44,42.69,True
sz300335,20240926,3.96,3.94,True,False,120,117,0.0,-2.2,0,3,42.42,25.76,True
sz300001,20240731,19.88,19.79,False,False,81,75,-14.64,-14.36,39,45,22.58,18.96,False
sz301178,20260114,56.43,56.35,False,False,2,4,-21.67,-20.74,57,55,0.32,-2.18,False
sz002390,20240930,3.59,3.35,False,False,97,106,-8.91,-5.36,23,14,33.41,3.9,False
sz300850,20260105,43.44,41.89,False,False,46,43,-8.06,-13.97,20,23,22.88,-2.0,False
sz002259,20240930,2.65,2.64,False,False,7,65,-18.87,-12.59,113,55,2.26,-10.94,False
sz002896,20250711,61.44,61.02,True,False,120,102,0.0,-8.44,0,18,71.88,43.2,True
sz300631,20240930,21.42,18.81,False,False,86,111,-10.04,-5.32,34,9,25.12,1.21,False
sz002911,20250716,10.67,10.64,False,False,101,101,-3.94,-3.27,19,19,31.68,13.87,False
sz300318,20240802,4.97,4.93,False,False,107,81,-4.02,-5.67,13,39,35.01,16.7,False
sz000157,20240930,7.08,6.77,False,False,25,100,-13.7,-6.58,95,20,11.44,0.56,False
sz002444,20240829,24.47,24.27,True,False,120,119,0.0,-0.66,0,1,35.99,18.09,False
sz301261,20250709,78.17,76.96,False,False,106,68,-7.79,-12.01,14,52,35.28,35.28,True
sz300482,20240930,26.0,24.2,False,False,4,59,-19.5,-10.14,116,61,10.0,-10.04,False
sz399659,20240927,3230.26,3072.94,True,True,120,120,0.0,0.0,0,0,24.61,16.34,False
sz002123,20240923,7.35,7.1,False,False,117,116,-3.27,-6.14,3,4,211.02,74.69,True
sz301355,20250624,11.8,11.7,False,False,106,105,-2.21,-3.09,14,15,23.72,10.41,False
sz002570,20240924,2.69,2.67,True,False,120,119,0.0,-1.24,0,1,115.24,91.45,True
sz000063,20240731,26.8,26.19,False,False,81,82,-14.51,-12.05,39,38,58.31,46.86,True
sz002017,20240913,8.31,8.25,True,False,120,118,0.0,-1.0,0,2,38.41,30.58,True
sz000504,20240902,7.65,7.4,False,False,108,103,-9.67,-7.9,12,17,42.35,42.35,True
sz300118,20240930,13.81,11.73,False,False,30,61,-23.68,-16.24,90,59,15.42,-23.68,False
sz300683,20251017,36.47,34.92,False,False,13,29,-23.96,-26.35,107,91,33.75,-6.22,False
sz000850,20240906,3.38,3.08,False,False,114,117,-8.28,-1.74,6,3,49.36,23.94,True
sz301548,20250624,47.02,46.16,True,False,120,104,0.0,-4.62,0,16,30.98,11.33,False
sz002059,20240731,5.08,5.03,False,False,83,77,-9.25,-8.89,37,43,23.62,0.2,False
sz002824,20240820,13.86,13.84,False,False,100,81,-13.71,-12.25,20,39,64.72,24.6,True
sz300729,20250819,14.76,14.75,False,False,32,37,-8.88,-7.74,88,83,9.76,-5.56,False
sz000833,20240730,4.65,4.64,True,False,120,108,0.0,-4.2,0,12,337.13,140.28,True
sz002494,20240927,3.36,3.29,True,False,120,115,0.0,-10.51,0,5,44.94,27.08,True
sz300201,20240930,4.0,3.57,False,True,114,120,-5.0,0.0,6,0,65.25,36.5,True
sz300452,20240927,11.48,11.36,False,False,89,68,-4.18,-5.81,31,52,21.25,2.87,False
sz399689,20240930,911.27,885.03,False,False,1,27,-14.84,-9.11,119,93,2.61,-10.68,False
sz300135,20240802,2.72,2.71,False,False,83,83,-11.76,-12.64,37,37,106.25,55.51,True
sz002669,20240927,8.62,8.61,True,False,120,113,0.0,-5.49,0,7,30.16,9.16,False
sz300767,20260123,21.1,20.91,False,False,9,9,-14.69,-14.9,43,43,10.66,10.66,False
sz002340,20240731,6.12,5.99,False,False,81,69,-10.45,-10.7,39,51,23.02,2.61,False
sz301565,20250624,21.39,21.35,True,True,120,120,0.0,0.0,0,0,43.57,20.24,True
sz300386,20240830,8.34,7.95,False,False,117,119,-4.92,-0.3,3,1,175.18,131.89,True
sz200581,20240919,9.76,9.7,True,True,120,120,0.0,0.0,0,0,35.67,31.16,True
sz002627,20240731,4.78,4.74,False,False,75,73,-9.42,-8.4,45,47,19.27,4.82,False
sz301002,20251218,30.78,29.86,True,False,76,67,0.0,-12.16,0,9,52.63,41.16,True
sz301560,20251104,38.43,36.57,False,False,34,65,-14.39,-9.21,75,44,12.31,10.12,False
sz300383,20240926,8.47,8.32,True,True,120,120,0.0,0.0,0,0,170.25,96.69,True
sz002516,20240925,3.83,3.82,True,False,120,118,0.0,-2.11,0,2,60.57,36.29,True
sz000878,20240927,12.5,12.23,False,False,76,108,-6.08,-2.44,44,12,13.12,2.08,False
sz300762,20250625,22.18,21.68,False,False,117,119,-0.9,-0.2,3,1,61.0,60.78,True
sz002491,20240930,3.93,3.62,False,False,111,117,-6.36,-1.56,9,3,41.22,16.54,False
sz300204,20240802,7.36,6.41,False,False,69,83,-17.26,-9.81,51,37,22.96,-3.94,False
sz300902,20250707,18.85,18.69,True,False,120,99,0.0,-6.87,0,21,71.78,11.72,False
sz002558,20240926,9.83,9.43,True,True,120,120,0.0,0.0,0,0,68.09,40.33,True
sz300153,20240903,6.08,6.01,False,False,109,114,-4.28,-3.01,11,6,549.67,540.13,True
sz002195,20240927,2.58,2.54,True,True,120,120,0.0,0.0,0,0,170.16,109.69,True
sz002821,20240927,75.03,69.62,False,False,94,95,-8.53,-6.71,26,25,20.57,6.57,False
sz002368,20240930,20.44,19.06,False,False,119,112,-0.83,-3.33,1,8,55.0,20.99,True
sz399412,20240926,2011.51,1998.76,True,False,120,113,0.0,-2.39,0,7,32.58,14.25,False
sz300434,20240927,7.86,7.77,False,False,119,104,-0.64,-7.58,1,16,30.02,9.03,False
sz002788,20240926,7.46,7.44,True,False,120,86,0.0,-4.3,0,34,20.38,4.16,False
sz002641,20240927,4.18,4.05,False,False,105,98,-4.54,-5.38,15,22,25.59,5.5,False
sz301503,20250625,37.4,37.23,False,False,97,82,-8.13,-12.64,23,38,16.82,-5.99,False
sz000635,20240925,6.24,6.24,True,False,120,112,0.0,-1.56,0,8,64.58,29.49,True
sz300701,20250625,10.07,10.04,False,False,119,118,-0.7,-1.19,1,2,49.55,32.57,True
sz002326,20240927,8.92,8.54,False,False,94,95,-8.52,-8.25,26,25,50.22,16.26,False
sz300029,20240808,4.52,4.23,False,False,72,70,-19.25,-9.55,48,50,43.58,7.74,False
sz002775,20240822,2.32,2.3,False,False,106,110,-8.19,-5.34,14,10,96.12,59.91,True
sz002126,20240926,17.11,16.98,False,False,118,115,-0.18,-0.93,2,5,109.11,60.78,True
sz002212,20240927,5.15,4.99,True,False,120,118,0.0,-0.95,0,2,89.02,55.06,True
sz300487,20240924,42.68,42.45,True,False,120,86,0.0,-5.3,0,34,44.02,10.94,False
sz000701,20240927,4.05,3.96,True,False,120,114,0.0,-3.74,0,6,44.94,18.77,False
sz002588,20240813,6.4,6.36,False,False,117,92,-1.41,-4.25,3,28,24.55,7.04,False
sz300067,20240913,4.07,4.05,False,False,115,110,-7.62,-6.85,5,10,74.2,57.25,True
sz300855,20250624,22.16,22.11,True,False,120,119,0.0,-0.19,0,1,41.2,34.93,True
sz301479,20251023,93.35,93.21,False,False,27,38,-12.42,-10.92,89,78,16.64,16.64,False
sz300500,20240827,10.6,9.97,False,False,69,65,-13.77,-14.65,51,55,28.49,4.15,False
sz399671,20240927,6991.29,6808.1,False,False,75,82,-5.63,-4.14,45,38,19.4,-0.98,False
sz300657,20240930,17.06,15.21,False,True,115,120,-7.74,0.0,5,0,169.52,99.71,True
sz002691,20240902,5.18,5.09,False,False,94,97,-10.04,-12.17,26,23,165.25,89.19,True
sz399996,20240731,2437.69,2434.95,False,False,81,81,-11.88,-10.35,39,39,44.78,41.36,True
sz300836,20260408,56.36,56.0,True,True,7,7,0.0,0.0,0,0,13.34,10.57,False
sz000902,20240808,11.35,11.08,False,False,115,100,-3.17,-4.02,5,20,20.09,7.75,False
sz300183,20240815,13.03,11.59,False,False,96,118,-7.98,-4.18,24,2,54.18,32.62,True
sz002716,20240930,3.5,3.28,False,False,93,113,-8.86,-2.69,27,7,20.57,8.57,False
sz301133,20250627,22.32,22.23,False,True,118,120,-0.36,0.0,2,0,66.67,41.98,True
sz002145,20240927,3.92,3.69,False,False,118,119,-2.04,-0.85,2,1,25.29,12.77,False
sz300619,20240912,20.19,19.37,False,False,70,76,-18.78,-13.32,50,44,41.03,12.46,False
sz000762,20240927,21.3,19.44,False,False,88,73,-7.04,-5.54,32,47,22.77,-1.31,False
sz002271,20240927,10.69,10.49,False,False,100,99,-4.96,-4.62,20,21,30.59,4.63,False
sz301207,20250701,16.32,16.28,False,False,117,114,-0.74,-1.16,3,6,55.55,18.29,False
sz300878,20251219,23.98,22.86,True,False,75,70,0.0,-5.01,0,5,47.33,11.38,False
sz002422,20240731,29.16,28.92,False,False,94,70,-13.41,-16.53,26,50,16.91,-5.67,False
sz399358,20240926,3986.3,3926.51,True,False,120,105,0.0,-2.76,0,15,26.6,9.64,False
sz300587,20240927,4.23,4.1,False,False,101,75,-7.8,-9.82,19,45,37.56,7.8,False
sz000601,20240731,3.63,3.55,False,False,84,81,-11.84,-10.37,36,39,17.62,8.81,False
sz300129,20240927,7.17,6.95,False,False,72,66,-7.53,-8.31,48,54,26.36,0.7,False
sz301199,20250624,24.28,23.6,False,False,96,74,-14.33,-19.05,24,46,26.28,-13.8,False
sz002026,20240927,8.22,8.03,True,True,120,120,0.0,0.0,0,0,55.72,34.67,True
sz301603,20260227,75.01,74.73,False,False,4,6,-16.44,-15.1,29,27,25.98,25.98,True
sz300955,20260310,35.85,35.7,False,False,17,15,-11.88,-11.95,9,11,8.79,7.09,False
sz002993,20250627,39.74,38.42,False,False,102,99,-2.54,-5.16,18,21,34.22,7.95,False
sz000786,20240926,28.28,27.56,False,False,87,102,-4.24,-4.24,33,18,14.53,-0.18,False
sz300400,20240730,10.92,10.48,False,False,114,111,-8.06,-4.21,6,9,83.24,50.64,True
sz002295,20240930,5.97,5.57,False,False,108,119,-7.87,-0.16,12,1,35.82,25.44,True
sz300253,20240927,6.28,5.89,False,False,118,103,-1.43,-7.22,2,17,110.76,71.39,True
sz002068,20241028,7.18,7.13,False,False,115,108,-6.96,-6.65,5,12,79.53,44.71,True
sz002815,20240731,8.64,8.29,False,False,81,82,-16.2,-12.23,39,38,28.01,18.87,False
sz300463,20240812,12.71,12.16,False,False,68,65,-12.67,-7.24,52,55,26.36,2.83,False
sz301280,20250624,38.37,37.36,False,False,118,112,-0.5,-3.26,2,8,53.95,25.05,True
sz300936,20250624,38.26,38.03,False,False,84,62,-7.61,-10.72,36,58,15.13,-6.33,False
sz301349,20250624,39.52,33.86,False,False,59,119,-7.89,-0.42,61,1,64.22,18.12,False
sz300718,20250715,77.08,76.05,False,False,119,74,-1.13,-10.12,1,46,33.15,9.34,False
sz002876,20240930,23.08,22.34,False,False,112,105,-6.59,-3.16,8,15,40.94,16.33,False
sz002658,20240813,5.54,5.51,False,False,91,89,-11.9,-11.01,29,31,38.24,20.02,True
sz000985,20240903,13.64,13.18,False,False,108,114,-7.55,-3.96,12,6,62.07,34.08,True
sz399391,20240926,3028.91,3003.92,False,False,114,111,-0.82,-0.97,6,9,14.34,5.47,False
sz002522,20240927,3.42,3.37,True,False,120,119,0.0,-0.3,0,1,94.6,36.5,True
sz002371,20240830,234.98,230.97,False,False,103,103,-10.85,-9.24,17,17,53.09,45.43,True
sz301307,20250624,23.76,23.4,False,False,111,109,-4.88,-4.71,9,11,88.34,58.29,True
sz301033,20251111,70.2,69.31,False,False,33,27,-18.12,-17.8,70,76,15.38,-16.48,False
sz002616,20240802,4.33,4.23,False,False,60,67,-17.32,-15.13,60,53,35.8,7.16,False
sz300985,20251021,18.62,18.22,False,False,101,77,-4.62,-7.81,17,41,50.38,18.85,False
sz300519,20240801,12.72,11.34,False,False,66,77,-19.89,-9.87,54,43,31.45,1.1,False
sz002943,20251126,32.19,31.84,False,False,91,80,-1.58,-6.22,1,12,164.71,82.63,True
sz002245,20240813,8.06,7.97,False,False,89,90,-13.89,-11.57,31,30,67.82,58.15,True
sz000756,20240812,16.22,15.35,False,False,22,72,-16.9,-9.38,98,48,12.12,-6.51,False
sz300283,20240807,4.81,4.81,False,False,89,72,-11.02,-11.49,31,48,42.62,18.71,False
sz002416,20240805,9.36,9.36,False,False,85,85,-10.26,-11.12,35,35,123.4,37.82,True
sz000978,20240927,6.38,6.25,False,False,46,72,-10.34,-7.01,74,48,11.29,0.78,False
sz002722,20240920,11.81,11.66,True,False,120,116,0.0,-1.37,0,4,46.14,28.11,True
sz301107,20251021,29.01,28.29,False,False,49,48,-10.44,-11.02,69,70,12.86,-3.38,False
sz002591,20240911,4.23,4.17,False,False,116,115,-3.55,-5.29,4,5,53.9,31.44,True
sz300557,20240926,17.98,17.7,True,True,120,120,0.0,0.0,0,0,69.89,37.16,True
sz000718,20240923,1.71,1.69,True,False,120,105,0.0,-5.78,0,15,73.1,28.07,True
sz002458,20240930,9.12,8.58,False,False,39,76,-10.32,-6.3,81,44,15.8,-0.45,False
sz399016,20240927,3516.86,3348.65,True,True,120,120,0.0,0.0,0,0,32.78,24.68,True
sz301149,20251111,11.71,11.38,False,False,50,62,-12.13,-9.22,53,41,17.85,10.08,False
sz001306,20250716,80.24,77.96,False,False,109,78,-2.48,-12.79,11,42,37.8,9.27,False
sz300030,20240909,4.86,4.28,True,False,120,92,0.0,-7.4,0,28,62.76,27.16,True
sz300861,20260109,15.74,15.71,False,False,55,42,-2.03,-6.01,7,20,25.67,9.66,False
sz000955,20240925,3.63,3.51,False,False,116,113,-5.51,-4.16,4,7,72.73,16.25,False
sz300786,20251223,16.69,16.26,False,False,22,26,-17.5,-17.44,51,47,6.65,-10.13,False
sz300600,20240927,6.16,6.12,True,False,120,119,0.0,-0.27,0,1,38.96,32.79,True
sz000586,20240927,8.13,7.99,False,False,119,112,-0.98,-5.53,1,8,60.76,15.87,False
sz003025,20250624,13.25,13.14,False,False,119,91,-1.89,-6.25,1,29,16.83,1.28,False
sz399626,20240926,1128.76,1124.14,True,False,120,119,0.0,-0.24,0,1,39.66,26.7,True
sz000166,20240731,4.43,4.33,False,False,96,102,-7.32,-5.65,24,18,39.9,11.36,False
sz002475,20241127,38.93,38.54,False,False,76,55,-26.84,-29.98,44,65,18.11,-19.83,False
sz300329,20240805,4.64,4.34,False,False,85,87,-18.33,-12.01,35,33,48.51,24.62,True
sz301399,20251022,19.11,19.07,False,False,92,79,-8.42,-11.19,26,39,32.6,32.6,True
sz002688,20240802,3.75,3.74,False,False,84,81,-10.66,-11.25,36,39,27.18,13.59,False
sz003816,20250625,3.6,3.58,False,False,115,116,-1.66,-0.77,5,4,14.56,6.24,False
sz000401,20240924,4.56,4.53,True,False,120,67,0.0,-9.07,0,53,35.75,7.24,False
sz399668,20240926,3171.45,3106.62,True,False,120,119,0.0,-1.28,0,1,44.71,27.17,True
sz301161,20250624,21.72,21.48,True,False,120,102,0.0,-10.11,0,18,111.23,41.48,True
sz002925,20251125,18.15,18.04,False,False,78,65,-6.94,-8.3,15,28,29.64,10.08,False
sz002158,20250722,18.11,17.95,False,False,106,109,-5.85,-4.99,14,11,58.7,46.27,True
sz002223,20240930,37.08,34.97,False,False,6,80,-11.97,-5.49,114,40,3.1,-4.96,False
sz002159,20240903,13.63,13.6,False,False,107,83,-8.29,-7.24,13,37,37.49,9.68,False
sz300056,20240926,9.51,8.8,True,False,120,117,0.0,-7.99,0,3,110.94,41.96,True
sz001360,20251124,15.97,15.47,False,False,93,86,-0.38,-4.88,1,8,85.22,37.01,True
sz002090,20240930,8.49,8.08,False,False,95,116,-8.13,-3.06,25,4,24.68,14.43,False
sz300531,20240731,10.77,10.55,False,False,106,90,-11.05,-8.98,14,30,79.01,25.53,True
sz301085,20250813,62.5,62.37,False,False,14,35,-20.05,-14.17,106,85,9.07,3.76,False
sz399640,20240926,1610.34,1604.9,True,False,120,118,0.0,-1.49,0,2,46.66,31.86,True
sz301278,20250630,33.33,32.88,False,False,114,101,-2.19,-5.77,6,19,23.31,1.86,False
sz200468,20240812,1.92,1.79,False,True,111,120,-6.25,0.0,9,0,164.06,116.15,True
sz300301,20240927,1.3,1.29,True,True,120,120,0.0,0.0,0,0,60.77,49.23,True
sz300628,20240910,31.7,31.58,True,False,120,118,0.0,-0.17,0,2,43.78,21.1,True
sz002174,20240927,8.44,8.09,False,False,118,106,-2.37,-4.25,2,14,31.52,10.31,False
sz000100,20240927,4.21,4.15,False,False,113,103,-4.99,-7.76,7,17,25.89,4.99,False
sz301236,20250818,57.82,56.74,False,False,10,23,-22.1,-15.59,110,97,7.42,-17.36,False
sz002240,20240930,15.29,14.46,False,False,29,59,-16.81,-11.39,91,61,13.54,-16.15,False
sz002389,20240806,15.0,14.86,False,False,86,85,-14.87,-12.78,34,35,60.87,19.87,False
sz300980,20250805,24.42,24.27,False,False,104,105,-5.86,-7.53,16,15,59.3,51.56,True
sz301665,20251027,30.47,30.02,False,False,34,43,-15.82,-13.21,80,71,8.7,-11.65,False
sz300086,20240906,4.17,4.11,False,False,110,96,-9.59,-6.47,10,24,55.88,16.31,False
sz002040,20240925,5.62,5.57,True,False,120,118,0.0,-0.4,0,2,31.34,16.21,False
sz000553,20240926,5.1,5.09,False,False,118,99,-1.96,-7.44,2,21,70.59,15.1,False
sz301302,20250717,24.03,23.52,False,False,41,43,-10.45,-11.01,79,77,17.39,8.74,False
sz002527,20240926,6.5,6.46,True,True,120,120,0.0,0.0,0,0,190.77,80.62,True
sz000034,20240926,25.7,25.31,True,True,120,120,0.0,0.0,0,0,124.02,58.94,True
sz200512,20241226,3.45,3.36,False,False,42,29,-15.06,-18.76,78,91,6.95,-2.14,False
