ts_code,breakthrough_date,breakthrough_price,ma120_at_breakthrough,held_p0,held_ma120,held_p0_days,held_ma120_days,min_deviation_p0,min_deviation_ma,broke_p0_count,broke_ma_count,max_gain,final_gain,success
sh600617,20240731,2.47,2.45,False,False,76,65,-13.36,-13.13,44,55,29.96,-2.83,False
sh600370,20240926,1.52,1.5,True,False,120,93,0.0,-8.01,0,27,57.89,46.05,True
sh688662,20250708,38.18,36.85,False,False,117,99,-2.57,-12.1,3,21,54.53,34.23,True
sh688031,20250725,53.69,51.58,False,False,93,114,-7.26,-3.61,27,6,299.52,279.59,True
sh600027,20241223,5.54,5.46,False,False,39,80,-15.34,-12.21,81,40,4.87,-2.35,False
sh603165,20240926,9.57,9.57,True,False,120,119,0.0,-0.63,0,1,40.76,17.66,False
sh688366,20250724,54.63,54.12,False,False,15,35,-19.73,-14.53,105,85,4.76,-14.86,False
sh605588,20250718,46.38,45.83,False,False,117,89,-2.41,-6.65,3,31,41.53,25.46,True
sh600313,20240930,6.39,5.92,False,False,93,102,-7.67,-7.69,27,18,23.32,-2.35,False
sh600540,20240927,3.75,3.65,False,False,117,91,-2.4,-6.6,3,29,37.6,4.0,False
sh600814,20240806,5.99,5.96,False,False,88,88,-9.35,-9.15,32,32,58.58,29.21,True
sh605368,20250722,9.77,9.75,False,False,21,40,-21.9,-19.79,99,80,1.33,-19.14,False
sh600113,20240903,7.55,7.52,True,True,120,120,0.0,0.0,0,0,96.95,72.85,True
sh601311,20240902,7.41,7.37,False,False,106,91,-4.86,-4.35,14,29,19.97,13.36,False
sh600689,20240926,7.4,7.31,True,True,120,120,0.0,0.0,0,0,86.0,49.63,True
sh603198,20240926,58.76,57.27,False,False,48,60,-16.88,-12.39,72,60,21.55,-10.45,False
sh688252,20250625,24.4,24.26,False,False,63,68,-14.75,-17.06,57,52,24.59,-13.44,False
sh603863,20250707,15.07,15.07,False,False,116,114,-2.99,-1.84,4,6,58.46,37.89,True
sh601991,20240930,2.85,2.81,False,False,11,57,-12.62,-7.84,109,63,2.45,-0.7,False
sh000135,20240926,4541.32,4332.02,True,False,120,112,0.0,-4.5,0,8,29.48,11.25,False
sh603986,20240930,88.03,80.83,False,False,92,113,-6.79,-1.47,28,7,62.06,33.19,True
sh603032,20240911,15.35,14.86,False,False,65,71,-18.56,-15.87,55,49,31.85,1.82,False
sh603306,20240902,19.25,19.18,False,False,109,109,-10.6,-9.72,11,11,110.06,98.69,True
sh688105,20250630,22.63,22.24,False,False,84,58,-13.17,-15.42,36,62,16.84,-13.17,False
sh603307,20260109,42.55,41.18,False,False,2,16,-16.19,-14.41,60,46,1.41,-7.4,False
sh601008,20240927,3.55,3.54,False,False,118,85,-0.56,-3.38,2,35,16.06,7.61,False
sh600768,20240925,7.66,7.46,True,False,120,116,0.0,-1.53,0,4,37.6,20.1,True
sh603551,20251031,11.06,11.04,False,False,105,81,-1.27,-6.2,5,29,17.81,7.59,False
sh000153,20240930,3140.48,2919.94,False,False,5,115,-10.05,-2.01,115,5,2.56,-2.84,False
sh601377,20240731,5.18,5.14,False,False,84,82,-6.56,-5.17,36,38,41.31,12.36,False
sh600222,20240806,4.9,4.73,False,False,81,88,-13.27,-9.32,39,32,16.74,11.84,False
sh601020,20240830,11.56,11.37,False,False,103,90,-11.68,-11.77,17,30,76.99,76.99,True
sh603648,20260122,10.97,10.9,False,False,0,2,-15.59,-13.09,53,51,0.0,-9.21,False
sh688257,20250624,14.08,13.9,False,False,119,119,-0.71,-1.25,1,1,135.8,124.08,True
sh600745,20240927,29.75,29.1,True,False,120,96,0.0,-10.8,0,24,68.0,9.55,False
sh688583,20251204,92.62,92.25,False,False,80,77,-4.23,-4.61,7,10,84.81,31.4,True
sh600158,20240930,8.14,7.8,False,False,50,91,-10.69,-5.95,70,29,24.32,0.74,False
sh600358,20240906,3.08,3.02,False,False,117,105,-7.79,-4.65,3,15,54.55,42.21,True
sh688019,20260325,235.22,229.7,False,False,15,15,-2.22,-0.01,1,1,14.24,4.16,False
sh603580,20240730,20.67,19.49,False,False,36,46,-20.31,-19.47,84,74,14.57,-16.78,False
sh603255,20250624,29.78,28.53,False,False,115,105,-1.78,-12.81,5,15,32.98,-0.13,False
sh601969,20240927,6.28,6.22,True,False,120,115,0.0,-1.05,0,5,28.82,15.27,False
sh605123,20251020,70.34,68.61,False,False,101,99,-5.8,-7.75,18,20,79.7,43.96,True
sh600316,20250409,35.68,33.73,False,False,68,96,-7.06,-8.68,52,24,26.84,6.21,False
sh688057,20251020,12.43,12.23,False,False,75,63,-6.52,-7.8,44,56,10.78,-0.32,False
sh600996,20240731,7.68,7.56,False,False,91,83,-4.43,-11.42,29,37,39.19,5.08,False
sh603160,20240731,62.23,61.65,False,False,88,88,-11.09,-10.34,32,32,52.95,25.97,True
sh605089,20251021,25.64,25.43,False,False,86,64,-11.19,-15.49,32,54,26.17,-1.09,False
sh603931,20250630,26.62,26.37,False,False,92,83,-4.81,-6.53,28,37,50.11,23.59,True
sh600526,20240927,4.01,3.9,True,False,120,117,0.0,-2.13,0,3,25.69,22.69,True
sh601138,20250625,20.34,19.65,True,True,120,120,0.0,0.0,0,0,297.25,186.53,True
sh600188,20240930,15.75,15.03,False,False,0,27,-21.84,-10.74,120,93,0.0,-20.25,False
sh603102,20250904,42.28,41.91,False,False,96,60,-3.33,-5.6,24,60,14.71,3.12,False
sh600568,20240813,1.39,1.39,False,False,35,39,-15.11,-12.34,85,81,14.39,-7.19,False
sh000854,20240927,3661.99,3641.93,True,True,120,120,0.0,0.0,0,0,13.89,10.33,False
sh600795,20240902,5.14,5.1,False,False,1,1,-24.12,-16.04,119,119,0.58,-23.74,False
sh688005,20250624,22.81,21.3,False,False,89,117,-8.37,-3.6,31,3,56.2,21.0,True
sh688562,20250905,17.44,17.08,False,False,113,113,-2.12,-5.38,7,7,70.3,16.28,False
sh688331,20260107,91.24,86.46,False,False,64,62,-2.79,-6.54,1,3,67.97,60.78,True
sh688618,20251015,24.35,24.27,False,False,117,112,-3.0,-6.06,3,8,61.68,61.68,True
sh600490,20240920,2.82,2.75,False,False,117,119,-2.84,-0.6,3,1,46.1,37.59,True
sh900936,20240731,0.76,0.76,False,False,80,73,-5.63,-6.29,40,47,10.47,2.36,False
sh603901,20240930,7.18,7.11,False,False,90,104,-12.67,-10.6,30,16,57.06,38.41,True
sh000806,20240926,7042.16,6874.37,True,True,120,120,0.0,0.0,0,0,22.11,13.58,False
sh688028,20250714,22.29,21.88,False,True,119,120,-0.4,0.0,1,0,276.4,193.63,True
sh600820,20240930,6.22,5.96,False,False,66,66,-7.4,-6.75,54,54,12.22,-3.7,False
sh688486,20250820,75.72,71.78,False,False,29,100,-14.16,-4.52,91,20,10.94,3.0,False
sh601958,20240731,10.16,10.14,False,False,50,57,-11.52,-12.2,70,63,13.68,-0.49,False
sh600789,20240730,6.98,6.71,False,False,104,100,-4.3,-6.2,16,20,66.06,26.51,True
sh603098,20240927,8.58,8.14,False,False,115,107,-3.26,-2.2,5,13,52.68,24.48,True
sh688352,20250721,11.52,11.46,False,False,112,114,-2.95,-2.45,8,6,27.86,16.15,False
sh601211,20250303,17.45,17.19,False,False,70,70,-13.98,-16.22,50,50,23.15,23.15,True
sh688701,20260119,9.68,9.4,False,False,38,38,-12.29,-12.6,18,18,18.8,-4.96,False
sh600589,20240930,3.38,3.23,False,False,109,113,-7.1,-6.29,11,7,172.19,114.5,True
sh688266,20250820,105.9,105.79,False,False,39,18,-19.26,-20.47,81,102,14.11,-19.11,False
sh600893,20240925,36.16,36.02,False,False,112,64,-3.15,-11.21,8,56,30.33,0.91,False
sh605488,20250716,32.56,31.88,False,False,59,54,-7.13,-7.9,61,66,24.08,13.7,False
sh603636,20240912,8.62,8.41,False,False,118,119,-3.6,-0.97,2,1,111.95,66.59,True
sh600127,20240903,6.4,6.33,False,False,101,75,-4.06,-5.82,19,45,17.81,2.5,False
sh601577,20250911,9.39,9.36,False,False,89,67,-6.18,-6.21,31,53,7.67,4.79,False
sh688228,20250624,58.58,57.84,False,False,117,116,-2.15,-2.13,3,4,295.7,232.21,True
sh603678,20240930,25.03,22.78,False,False,119,116,-1.08,-5.31,1,4,64.92,60.41,True
sh600169,20240926,2.0,1.96,True,False,120,119,0.0,-3.41,0,1,45.5,20.5,True
sh688131,20260410,75.3,74.1,False,True,4,5,-0.08,0.0,1,0,1.5,0.27,False
sh600717,20240925,4.36,4.29,True,False,120,70,0.0,-4.95,0,50,15.84,6.43,False
sh603006,20240930,10.31,9.32,False,False,73,112,-14.06,-5.16,47,8,23.86,12.71,False
sh601515,20241023,3.19,3.14,False,False,100,67,-10.34,-18.97,20,53,33.54,16.61,False
sh688205,20250729,64.38,56.29,False,True,119,120,-0.3,0.0,1,0,171.12,111.57,True
sh688456,20260408,56.05,55.47,False,False,5,6,-1.43,-0.64,2,1,3.53,3.53,False
sh600141,20240903,18.67,18.52,False,False,106,95,-10.18,-9.62,14,25,30.37,10.12,False
sh603337,20240819,25.08,24.45,False,False,105,104,-4.94,-4.72,15,16,35.28,30.61,True
sh605189,20251212,16.07,15.58,False,False,10,12,-21.03,-20.85,70,68,11.26,11.26,False
sh688767,20251203,38.99,38.85,False,False,25,18,-21.62,-23.4,62,69,24.06,-9.52,False
sh688387,20250711,5.66,5.65,False,False,119,119,-0.35,-0.29,1,1,127.92,118.9,True
sh688729,20260105,25.93,25.54,False,False,22,17,-16.81,-16.28,44,49,8.52,-9.87,False
sh600391,20240801,16.22,16.05,False,False,85,87,-12.64,-11.42,35,33,34.28,10.79,False
sh688119,20251211,4.94,4.34,False,False,78,61,-1.62,-8.92,3,20,72.47,5.67,False
sh688683,20251124,30.1,30.04,False,False,82,59,-2.92,-8.32,12,35,33.06,33.06,True
sh600258,20240926,12.79,12.75,False,False,96,74,-3.67,-6.41,24,46,22.13,1.25,False
sh603060,20240828,7.03,6.48,False,False,59,102,-21.92,-13.57,61,18,20.92,0.43,False
sh600771,20240930,22.33,20.36,False,False,1,46,-23.78,-9.38,119,74,4.75,-19.75,False
sh600216,20250107,15.2,15.16,False,False,10,22,-22.95,-23.9,110,98,2.96,-3.62,False
sh688630,20251201,117.08,115.85,False,False,86,86,-3.57,-3.07,4,4,111.39,108.34,True
sh000984,20240926,3494.98,3479.52,True,False,120,116,0.0,-1.69,0,4,23.36,11.79,False
sh600322,20240816,1.64,1.6,False,False,94,94,-24.39,-21.24,26,26,92.68,48.17,True
sh688319,20251124,22.72,22.63,True,False,95,81,0.0,-9.7,0,14,37.81,31.38,True
sh603680,20240731,7.3,7.02,False,False,82,86,-13.29,-9.66,38,34,24.25,14.38,False
sh603706,20260122,20.95,20.94,False,False,17,20,-9.69,-8.56,36,33,14.37,-6.4,False
sh600846,20240924,7.04,6.98,True,False,120,119,0.0,-0.24,0,1,38.35,29.4,True
sh688187,20250722,43.98,43.53,False,False,107,112,-3.84,-2.78,13,8,31.01,21.87,True
sh603136,20251217,12.68,12.35,False,False,0,18,-16.4,-10.57,77,59,0.0,-10.96,False
sh603883,20241104,19.23,17.49,False,False,13,90,-22.15,-6.75,107,30,6.81,1.82,False
sh688334,20251125,18.78,18.76,False,False,90,71,-1.01,-4.23,3,22,45.53,16.72,False
sh600808,20240926,2.17,2.12,True,True,120,120,0.0,0.0,0,0,61.29,43.32,True
sh601696,20250624,10.46,10.37,True,False,120,106,0.0,-8.64,0,14,73.41,42.99,True
sh600512,20240731,2.11,2.05,False,False,84,83,-10.9,-7.14,36,37,30.81,6.64,False
sh688653,20250724,12.68,12.46,False,False,75,75,-10.57,-11.17,45,45,18.77,9.15,False
sh600288,20240924,7.31,7.06,True,False,120,116,0.0,-2.0,0,4,60.05,24.21,True
sh688218,20250721,22.4,22.37,False,False,91,64,-9.24,-15.77,29,56,39.64,4.29,False
sh603388,20241025,2.18,2.14,False,False,119,117,-1.38,-5.04,1,3,80.73,61.93,True
sh688582,20250805,65.99,63.93,False,False,74,64,-18.11,-21.36,46,56,31.59,2.07,False
sh600159,20240920,2.45,2.34,False,False,81,65,-7.35,-8.49,39,55,31.84,-2.86,False
sh605058,20251125,28.77,28.49,False,False,91,86,-0.63,-2.99,3,8,31.18,30.73,True
sh688256,20250725,673.3,644.48,True,True,120,120,0.0,0.0,0,0,135.84,101.08,True
sh603606,20240829,46.97,45.85,False,False,100,94,-4.34,-12.76,20,26,24.53,-2.53,False
sh600744,20240930,3.37,3.25,False,False,37,61,-13.35,-8.32,83,59,9.5,-0.59,False
sh600117,20240926,2.46,2.28,False,False,57,58,-13.82,-12.04,63,62,20.73,-10.16,False
sh605016,20251103,20.55,20.54,False,False,92,89,-5.35,-5.79,18,21,36.59,27.64,True
sh000131,20240927,1771.86,1717.0,True,True,120,120,0.0,0.0,0,0,76.02,57.54,True
sh600470,20240902,4.3,4.28,False,False,106,108,-7.67,-6.54,14,12,82.56,37.91,True
sh603867,20260119,29.1,28.37,False,False,46,52,-4.26,-5.62,10,4,32.85,14.71,False
sh600727,20240927,6.68,6.64,False,False,119,103,-0.6,-2.94,1,17,37.87,21.26,True
sh603036,20240930,10.57,10.07,True,False,120,111,0.0,-4.37,0,9,73.51,36.14,True
sh688466,20260310,19.08,19.05,False,False,0,0,-14.62,-13.25,26,26,0.0,-9.17,False
sh600389,20240927,13.56,13.45,False,False,82,87,-7.74,-7.01,38,33,16.0,5.24,False
sh688101,20260203,17.0,16.78,False,False,14,18,-9.82,-10.26,31,27,5.53,-1.12,False
sh600594,20240927,3.57,3.4,False,False,84,71,-7.28,-8.14,36,49,26.05,0.56,False
sh600908,20250929,5.83,5.81,False,False,92,49,-3.95,-5.78,28,71,7.03,-3.77,False
sh603983,20250804,39.71,39.63,False,False,30,15,-21.43,-20.2,90,105,13.42,-20.37,False
sh688286,20250625,69.76,69.15,False,False,104,77,-3.83,-10.8,16,43,57.21,6.55,False
sh603237,20250825,18.1,18.09,False,False,13,28,-10.06,-6.69,107,92,5.86,-2.65,False
sh603103,20250905,16.72,15.78,False,False,58,79,-12.5,-10.32,62,41,141.69,44.02,True
sh688628,20250724,34.78,34.61,False,False,53,62,-12.02,-10.72,67,58,9.8,9.8,False
sh900906,20240816,0.12,0.12,False,False,112,114,-5.65,-3.41,8,6,150.0,87.9,True
sh600613,20240927,5.67,5.58,False,False,119,89,-0.18,-9.29,1,31,45.15,12.17,False
sh688552,20250910,33.43,33.21,False,False,116,71,-3.08,-14.3,4,49,53.72,16.75,False
sh600189,20240924,7.43,7.38,False,False,59,58,-8.21,-9.8,61,62,22.21,-5.65,False
sh603279,20250723,16.04,15.58,False,False,33,71,-8.73,-4.49,87,49,8.6,5.99,False
sh688035,20251215,48.2,48.06,False,False,75,67,-2.78,-3.01,4,12,55.81,33.2,True
sh900948,20240830,1.62,1.54,False,False,117,102,-0.49,-11.98,3,18,35.11,11.06,False
sh688605,20250818,63.94,63.33,False,False,70,85,-11.15,-9.17,50,35,26.56,3.47,False
sh600810,20240926,6.75,6.5,False,True,113,120,-3.11,0.0,7,0,33.18,26.51,True
sh605258,20251020,31.18,30.91,False,False,112,68,-1.86,-7.91,7,51,24.6,20.53,True
sh600295,20240930,9.67,9.18,False,False,1,75,-12.93,-4.78,119,45,1.34,-9.51,False
sh600225,20240924,2.17,1.99,False,False,26,29,-89.86,-87.65,44,41,61.29,-86.64,False
sh605169,20260303,15.37,14.43,False,False,0,1,-25.5,-19.08,31,30,0.0,-20.88,False
sh688787,20250624,102.83,102.12,False,False,107,73,-7.38,-13.59,13,47,47.81,1.65,False
sh603398,20250912,6.98,6.84,False,False,117,119,-5.01,-2.01,3,1,61.46,61.46,True
sh688053,20251205,32.54,31.27,True,False,85,75,0.0,-5.93,0,10,68.07,19.91,False
sh600312,20241119,18.21,18.13,False,False,15,14,-16.12,-15.26,105,106,7.36,-11.62,False
sh600675,20240924,2.71,2.66,False,False,103,67,-4.06,-8.04,17,53,26.57,0.74,False
sh600026,20240731,14.97,14.87,False,False,2,4,-25.78,-19.19,118,116,3.01,-19.57,False
sh603919,20240927,19.5,18.45,False,False,49,63,-11.33,-7.59,71,57,18.26,-3.54,False
sh600992,20240913,14.27,13.96,False,False,92,74,-8.33,-15.39,28,46,31.61,16.48,False
sh605589,20251028,29.97,29.72,False,False,46,56,-13.55,-13.25,68,58,28.86,22.72,True
sh600838,20240906,6.24,5.95,False,False,119,109,-1.12,-4.12,1,11,79.03,34.31,True
sh603106,20251021,10.19,10.08,False,False,81,39,-13.94,-18.54,37,79,31.21,-10.6,False
sh688519,20251222,65.65,61.99,True,True,75,75,0.0,0.0,0,0,148.26,126.88,True
sh600876,20240930,10.58,9.96,False,False,20,63,-17.3,-8.54,100,57,7.18,-9.92,False
sh600458,20240930,10.52,9.86,False,False,111,112,-10.74,-4.1,9,8,35.92,21.76,True
sh000119,20240927,3185.01,3144.11,True,True,120,120,0.0,0.0,0,0,21.07,15.34,False
sh688083,20250729,65.55,65.16,False,False,118,90,-4.62,-7.6,2,30,39.04,14.75,False
sh688719,20250905,38.3,35.55,False,False,115,104,-3.08,-9.07,5,16,49.45,5.43,False
sh600416,20240927,10.84,10.62,False,False,82,70,-11.53,-13.63,38,50,35.79,1.48,False
sh603801,20250709,10.99,10.66,False,False,0,1,-17.11,-7.83,120,119,0.0,-16.01,False
sh688757,20251021,27.89,27.34,False,False,55,48,-16.46,-18.82,63,70,25.49,-7.1,False
sh603987,20240927,6.57,6.42,False,False,119,116,-0.91,-1.08,1,4,21.92,14.31,False
sh688230,20251124,65.86,64.77,False,False,59,43,-10.8,-17.68,35,51,24.55,-0.58,False
sh600171,20250725,34.95,34.94,False,False,41,49,-12.82,-11.56,79,71,11.42,-1.57,False
sh603660,20240927,5.56,5.52,True,False,120,107,0.0,-4.71,0,13,82.55,28.42,True
sh600722,20240927,4.13,3.98,False,False,119,119,-0.24,-0.07,1,1,49.15,28.57,True
sh600226,20240930,2.27,2.15,False,False,107,112,-9.25,-2.7,13,8,30.4,23.79,True
sh603050,20240930,17.29,16.3,False,False,1,31,-25.01,-16.67,119,89,0.0,-13.65,False
sh600741,20240910,14.83,14.71,False,False,113,116,-3.57,-2.37,7,4,19.15,14.77,False
sh688253,20250724,32.41,31.88,False,False,48,61,-7.19,-5.44,72,59,15.55,7.47,False
sh603602,20250819,16.01,15.88,False,False,16,35,-13.43,-8.63,104,85,8.24,-3.19,False
sh603579,20241008,14.7,14.23,False,False,52,98,-13.31,-9.93,68,22,82.53,58.52,True
sh600095,20240805,7.14,6.69,False,False,63,66,-17.93,-10.5,57,54,23.39,-3.36,False
sh603365,20250904,17.01,16.83,False,False,102,104,-1.94,-3.11,18,16,35.45,22.81,True
sh688156,20260119,19.26,19.12,False,False,50,54,-2.65,-1.51,7,3,33.23,32.45,True
sh600444,20240730,12.68,12.27,False,False,86,88,-13.8,-11.87,34,32,45.43,18.93,False
sh603355,20240930,22.59,21.78,False,False,101,118,-4.03,-0.39,19,2,32.85,16.42,False
sh600123,20240926,8.9,8.83,False,False,14,49,-17.08,-10.72,106,71,11.35,-16.63,False
sh601827,20251010,8.33,8.29,False,False,84,74,-5.4,-8.4,36,46,11.76,-3.84,False
sh688262,20250729,27.8,27.48,False,False,111,108,-3.81,-6.03,9,12,33.88,26.26,True
sh600390,20240924,4.51,4.18,True,False,120,89,0.0,-12.18,0,31,97.38,29.47,True
sh601608,20240930,4.12,3.87,False,False,81,106,-7.04,-3.57,39,14,47.56,14.8,False
sh600259,20240927,27.28,26.88,False,False,117,118,-1.65,-2.85,3,2,29.62,24.41,True
sh605358,20250725,24.9,23.89,False,True,108,120,-2.57,0.0,12,0,74.78,70.28,True
sh601038,20240913,15.9,15.68,False,False,20,33,-19.81,-15.51,100,87,19.43,-11.57,False
sh603650,20250701,32.59,32.26,False,False,103,110,-2.76,-1.64,17,10,51.27,44.31,True
sh601077,20251014,7.16,6.89,False,False,8,55,-16.94,-10.21,112,65,2.37,2.37,False
sh688386,20260408,84.03,81.75,False,False,0,0,-8.21,-5.6,7,7,0.0,-5.39,False
sh688135,20250624,19.21,18.86,True,False,120,119,0.0,-0.09,0,1,98.75,40.92,True
sh688766,20250731,69.89,69.02,False,False,110,114,-4.41,-2.17,10,6,337.83,274.09,True
sh603798,20240930,8.44,8.34,False,False,96,107,-8.77,-5.85,24,13,14.93,6.04,False
sh603379,20251203,53.06,52.72,True,False,87,85,0.0,-0.54,0,2,44.59,17.89,False
sh600340,20240926,1.24,1.13,True,False,120,108,0.0,-12.3,0,12,227.42,81.45,True
sh600289,20240829,1.34,1.33,False,False,112,114,-5.22,-3.46,8,6,585.07,338.06,True
sh605388,20251203,8.1,7.93,False,False,5,13,-25.56,-18.4,82,74,9.51,9.51,False
sh688566,20260401,31.4,30.26,False,True,9,11,-1.11,0.0,2,0,4.01,-0.32,False
sh900932,20250626,0.44,0.44,False,False,55,58,-10.23,-9.86,65,62,8.41,-9.32,False
sh603385,20240927,5.61,5.49,False,False,119,116,-1.07,-2.31,1,4,33.16,14.08,False
sh688528,20251128,11.58,11.42,False,False,27,27,-13.64,-13.82,63,63,7.86,-6.65,False
sh603178,20240930,22.46,22.03,False,False,12,51,-25.29,-18.1,108,69,6.81,-14.07,False
sh000802,20240927,5693.53,5503.74,True,False,120,118,0.0,-0.35,0,2,17.92,10.35,False
sh600824,20240924,3.13,3.1,True,False,120,118,0.0,-1.02,0,2,124.52,37.68,True
sh600059,20240926,8.31,8.16,False,False,83,65,-2.89,-4.34,37,55,15.52,-0.96,False
sh603966,20240927,7.05,6.92,False,False,119,118,-0.43,-1.33,1,2,35.32,29.36,True
sh688318,20250625,124.01,107.04,False,False,89,93,-16.98,-6.37,31,27,45.25,3.39,False
sh688631,20250721,91.1,89.64,False,False,30,45,-32.9,-28.13,90,75,12.36,-10.4,False
sh603967,20250904,11.64,11.45,False,False,102,103,-4.73,-4.43,18,17,21.31,13.57,False
sh605116,20250624,20.71,20.47,False,False,118,100,-0.19,-4.96,2,20,20.86,5.99,False
sh600570,20240926,18.8,18.29,True,False,120,118,0.0,-3.76,0,2,86.06,48.62,True
sh600017,20240925,2.65,2.63,True,False,120,86,0.0,-2.87,0,34,24.9,12.83,False
sh688500,20251124,68.12,65.1,False,False,13,12,-29.83,-27.95,81,82,18.47,-23.27,False
sh600641,20240927,11.61,11.31,True,False,120,105,0.0,-5.79,0,15,77.53,29.29,True
sh603685,20260122,19.75,18.67,False,True,53,54,-0.91,0.0,1,0,63.24,57.11,True
sh600326,20250108,6.37,6.27,False,False,96,77,-7.85,-13.77,24,43,38.15,38.15,True
sh688067,20251208,25.5,25.28,False,False,62,49,-6.94,-7.68,22,35,16.2,5.61,False
sh600195,20241008,7.48,7.37,False,False,1,44,-18.19,-12.58,119,76,0.27,-8.02,False
sh600821,20240816,5.26,5.24,False,False,72,74,-11.04,-8.78,48,46,9.48,1.48,False
sh600368,20240927,3.48,3.41,True,True,120,120,0.0,0.0,0,0,60.07,24.14,True
sh688029,20250624,64.78,64.54,True,False,120,98,0.0,-8.85,0,22,54.9,26.34,True
sh688619,20251208,15.2,15.14,False,False,14,22,-10.99,-11.11,70,62,6.45,3.55,False
sh600558,20240930,3.71,3.49,False,False,111,118,-5.12,-0.09,9,2,48.79,29.38,True
sh688183,20260226,90.8,90.6,False,False,6,7,-14.99,-15.1,28,27,21.56,21.56,True
sh603381,20250801,21.37,21.11,False,False,61,57,-8.28,-11.75,59,63,19.28,8.14,False
sh600071,20240910,16.8,16.71,False,False,117,108,-2.38,-4.18,3,12,72.86,33.81,True
sh000139,20240930,350.1,343.77,False,False,113,119,-2.45,-0.65,7,1,9.74,7.84,False
sh601108,20250625,7.82,7.61,False,False,112,110,-1.92,-1.52,8,10,13.04,8.82,False
sh601975,20250724,2.95,2.92,False,False,98,89,-3.73,-2.72,22,31,14.24,13.56,False
sh603887,20240807,5.4,5.33,False,False,116,117,-2.96,-2.13,4,3,274.07,194.44,True
sh688657,20250624,42.21,41.98,False,False,118,117,-0.5,-2.06,2,3,48.57,22.58,True
sh600516,20240927,4.55,4.48,False,False,117,94,-0.88,-5.4,3,26,24.18,10.55,False
sh000057,20240927,3046.5,3003.55,True,True,120,120,0.0,0.0,0,0,17.14,9.31,False
sh600345,20240930,18.64,17.18,False,True,106,120,-6.92,0.0,14,0,61.28,34.83,True
sh603007,20240905,3.13,3.0,False,True,118,120,-0.35,0.0,2,0,316.51,146.32,True
sh603048,20251020,19.64,18.99,False,False,112,108,-4.74,-11.99,7,11,24.44,12.68,False
sh603333,20240927,3.44,3.4,True,True,120,120,0.0,0.0,0,0,69.77,55.81,True
sh600422,20241210,15.06,14.93,False,False,118,90,-0.4,-7.43,2,30,19.92,0.4,False
sh688383,20251201,64.26,64.14,False,False,85,69,-6.61,-16.3,5,21,52.19,52.19,True
sh600976,20241008,51.72,50.8,False,False,0,12,-24.25,-16.34,120,108,0.0,-11.1,False
sh603180,20240930,19.82,18.42,False,False,38,85,-12.46,-6.59,82,35,17.05,-7.96,False
sh600691,20240925,1.99,1.88,True,False,120,98,0.0,-7.63,0,22,44.72,9.05,False
sh688419,20260106,28.9,28.61,True,True,66,66,0.0,0.0,0,0,84.57,66.82,True
sh688229,20250624,49.5,49.41,False,False,114,82,-1.7,-7.37,6,38,67.03,21.47,True
sh603351,20251031,28.92,28.58,False,False,9,16,-18.74,-13.96,101,94,4.15,-9.41,False
sh605069,20251024,10.75,10.73,False,False,78,67,-14.7,-13.84,37,48,43.53,21.4,True
sh688267,20251029,28.2,27.75,False,False,76,78,-6.21,-6.22,37,35,13.99,11.93,False
sh600892,20240926,4.29,4.27,False,False,56,56,-29.6,-30.26,64,64,30.3,-27.74,False
sh600775,20240927,8.4,8.22,False,False,119,105,-2.26,-5.0,1,15,46.9,18.81,False
sh600212,20241021,5.89,5.67,True,False,120,112,0.0,-9.54,0,8,67.57,26.66,True
sh601010,20240926,1.77,1.7,True,True,120,120,0.0,0.0,0,0,128.96,64.48,True
sh688700,20250905,41.0,38.29,False,False,23,48,-19.66,-16.71,97,72,15.05,15.05,False
sh600588,20240927,10.45,10.0,False,False,104,104,-7.08,-8.55,16,16,91.39,42.3,True
sh603299,20240827,9.24,8.65,False,False,119,108,-0.43,-2.83,1,12,24.36,11.58,False
sh688153,20250806,34.22,33.25,False,False,97,113,-7.48,-4.87,23,7,32.9,11.92,False
sh688030,20250714,16.29,16.18,True,False,120,97,0.0,-9.04,0,23,35.97,13.08,False
sh600522,20240807,13.79,13.75,False,False,63,58,-12.83,-13.25,57,62,23.35,-1.89,False
sh600371,20240927,7.3,7.13,False,False,118,112,-0.55,-4.85,2,8,40.82,14.93,False
sh600616,20240926,4.94,4.89,True,False,120,82,0.0,-4.83,0,38,47.17,6.48,False
sh688557,20251124,35.44,34.95,False,False,63,51,-14.95,-20.39,31,43,18.88,-8.21,False
sh603755,20250714,26.3,26.25,False,False,114,114,-1.86,-2.51,6,6,52.53,39.91,True
sh900903,20240809,0.17,0.17,True,False,120,114,0.0,-2.41,0,6,52.91,36.05,True
sh688283,20250717,27.04,25.94,False,True,118,120,-0.48,0.0,2,0,93.05,67.86,True
sh600658,20240918,3.62,3.44,True,False,120,94,0.0,-7.26,0,26,73.2,20.17,True
sh600791,20240905,3.58,3.47,False,False,112,97,-7.54,-4.11,8,23,43.3,16.48,False
sh688329,20251218,21.55,21.25,False,False,71,71,-2.23,-3.08,5,5,27.01,12.02,False
sh600815,20240926,2.07,2.07,True,True,120,120,0.0,0.0,0,0,59.42,31.88,True
sh603779,20240924,8.59,8.54,False,False,63,54,-20.49,-26.73,57,66,51.33,-8.96,False
sh603956,20250626,7.06,6.87,False,False,19,33,-13.46,-9.98,101,87,3.97,-10.34,False
sh603399,20240926,6.74,6.7,True,False,120,115,0.0,-5.05,0,5,112.61,32.94,True
