ts_code,breakthrough_date,roe,netprofit_yoy,final_gain,success
sh603095,20250624,,,-4.43,False
sh603113,20240930,,,-9.02,False
sh603689,20240924,,,3.5,False
sh600198,20240913,,,52.5,True
sh688315,20250708,,,6.29,False
sh600054,20240927,,,-1.75,False
sh600829,20240905,,,-19.6,False
sh603222,20240909,,,-14.18,False
sh600360,20241008,,,6.69,False
sh600533,20240925,,,13.86,False
sh688021,20251219,,,-0.05,False
sh603158,20240802,,,-9.85,False
sh000841,20240927,,,4.02,False
sh688338,20251128,,,-4.34,False
sh600664,20240919,,,21.38,True
sh603908,20240806,,,-10.93,False
sh600983,20240930,,,-6.47,False
sh688376,20251202,,,14.11,False
sh605136,20250904,,,6.75,False
sh600303,20241024,,,11.31,False
sh600550,20240822,,,27.37,True
sh601101,20240816,,,3.53,False
sh603041,20240930,,,-3.11,False
sh688411,20260128,,,-8.9,False
sh600237,20240926,,,13.56,False
sh688138,20250708,,,1.29,False
sh603613,20250819,,,16.15,False
sh603568,20240927,,,5.24,False
sh600279,20240926,,,23.02,True
sh600449,20240927,,,5.26,False
sh603358,20250408,,,2.68,False
sh688092,20250624,,,4.93,False
sh688708,20250701,,,9.87,False
sh601019,20251201,,,0.0,False
sh688221,20251015,,,-2.36,False
sh600160,20240930,,,-7.53,False
sh603290,20250724,,,10.02,False
sh603316,20240920,,,32.46,True
sh000146,20240927,,,5.15,False
sh603810,20250904,,,-3.38,False
sh601881,20240830,,,0.56,False
sh000858,20240927,,,22.17,True
sh601766,20240924,,,11.73,False
sh688038,20250901,,,-3.6,False
sh688496,20251027,,,-22.96,False
sh600830,20250207,,,-2.31,False
sh600184,20240807,,,-9.3,False
sh601949,20250708,,,1.38,False
sh900926,20240927,,,3.58,False
sh601965,20240927,,,3.17,False
sh600549,20240924,,,7.52,False
sh600480,20240930,,,-6.8,False
sh603217,20260306,,,-13.38,False
sh600354,20240926,,,4.19,False
sh688646,20250825,,,-0.46,False
sh688015,20251124,,,6.52,False
sh603259,20251210,,,-2.08,False
sh600633,20240927,,,6.28,False
sh603190,20250624,,,2.88,False
sh688121,20251021,,,-0.39,False
sh601319,20251014,,,7.66,False
sh600707,20240930,,,-5.75,False
sh600928,20251104,,,0.75,False
sh601998,20240815,,,-0.85,False
sh688408,20250717,,,-3.0,False
sh688392,20260408,,,1.42,False
sh600749,20240806,,,-8.81,False
sh603809,20250905,,,8.98,False
sh601186,20240809,,,0.13,False
sh600179,20240925,,,8.97,False
sh603668,20240926,,,-2.61,False
sh688238,20260112,,,-1.28,False
sh688711,20250624,,,4.52,False
sh600190,20241112,,,-13.4,False
sh601001,20240926,,,1.59,False
sh000111,20240731,,,-7.73,False
sh600137,20240927,,,9.57,False
sh603808,20240930,,,-6.83,False
sh601187,20250909,,,1.43,False
sh688276,20250717,,,5.04,False
sh600886,20240930,,,-8.06,False
sh688420,20251020,,,5.38,False
sh600761,20240930,,,-15.86,False
sh600206,20240926,,,9.12,False
sh605033,20250707,,,32.08,True
sh603517,20240930,,,-3.6,False
sh688147,20250624,,,5.13,False
sh600248,20240925,,,18.66,False
sh603559,20240805,,,20.17,True
sh688109,20260320,,,-6.41,False
sh000093,20240926,,,6.8,False
sh600962,20240920,,,21.21,True
sh601066,20250625,,,-1.48,False
sh600685,20240813,,,-9.06,False
sh688739,20251020,,,2.65,False
sh603369,20240930,,,-11.14,False
sh600478,20240930,,,-4.87,False
sh600151,20240801,,,9.29,False
sh605199,20251103,,,5.29,False
sh600436,20240926,,,-1.01,False
sh603395,20250821,,,-0.03,False
sh601686,20251127,,,1.87,False
sh600818,20241008,,,-9.77,False
sh603915,20250716,,,-4.33,False
sh688010,20250805,,,-1.83,False
sh600298,20240808,,,-2.44,False
sh603589,20240926,,,-2.61,False
sh601700,20240930,,,-4.75,False
sh601229,20240910,,,5.06,False
sh688197,20260310,,,-10.65,False
sh603690,20240930,,,5.97,False
sh688309,20251205,,,0.73,False
sh900940,20240920,,,19.9,False
sh603938,20250905,,,-5.57,False
sh603939,20241008,,,-9.77,False
sh600655,20240926,,,-1.98,False
sh600332,20240806,,,-0.63,False
sh688073,20260107,,,0.53,False
sh600079,20240731,,,-0.92,False
sh603768,20240920,,,9.74,False
sh600284,20240802,,,-5.4,False
sh688525,20250624,,,0.37,False
sh605598,20250625,,,-1.59,False
sh600037,20240925,,,3.78,False
sh603726,20240925,,,13.25,False
sh000011,20240926,,,7.75,False
sh600499,20240930,,,-15.54,False
sh688611,20260324,,,1.82,False
sh603116,20240927,,,0.7,False
sh600867,20240930,,,-9.27,False
sh688292,20250718,,,3.1,False
sh601218,20240927,,,3.73,False
sh600649,20240809,,,-10.42,False
sh688508,20251225,,,4.81,False
sh600780,20240927,,,-5.05,False
sh601898,20240807,,,9.23,False
sh900912,20240830,,,-4.17,False
sh603811,20240927,,,6.37,False
sh603317,20250818,,,0.83,False
sh600580,20240930,,,3.11,False
sh600083,20241029,,,4.74,False
sh601018,20240926,,,2.68,False
sh600733,20240930,,,-8.67,False
sh603022,20240930,,,-5.58,False
sh603359,20251125,,,16.06,False
sh688472,20250815,,,7.43,False
sh688115,20251022,,,0.54,False
sh603188,20240806,,,-9.36,False
sh600699,20240927,,,4.27,False
sh600750,20240930,,,-3.2,False
sh605336,20251224,,,3.27,False
sh600103,20240926,,,1.59,False
sh601666,20241129,,,0.0,False
sh000125,20240926,,,3.04,False
sh688176,20251219,,,3.43,False
sh600084,20240927,,,-3.21,False
sh603527,20260112,,,3.22,False
sh688596,20250729,,,-4.29,False
sh601628,20240815,,,7.85,False
sh603045,20251212,,,2.17,False
sh600898,20240808,,,11.19,False
sh603877,20240930,,,-7.06,False
sh601519,20240924,,,22.45,True
sh688593,20250807,,,4.88,False
sh600081,20240923,,,6.19,False
sh688173,20251113,,,2.49,False
sh688720,20260325,,,19.11,False
sh603839,20240814,,,-16.97,False
sh600755,20240927,,,2.75,False
sh600251,20240930,,,-6.01,False
sh603313,20241008,,,-8.5,False
sh601600,20240924,,,18.23,False
sh600398,20240930,,,-19.19,False
sh603068,20250625,,,-3.35,False
sh603815,20250630,,,4.69,False
sh603993,20240926,,,-3.05,False
sh605299,20251015,,,0.11,False
sh600165,20240819,,,25.03,True
sh603269,20240930,,,7.94,False
sh600578,20240813,,,-1.9,False
sh688639,20250925,,,-5.47,False
sh603112,20250924,,,-1.44,False
sh600862,20240927,,,15.06,False
sh000077,20240731,,,-7.53,False
sh603227,20250303,,,4.67,False
sh600536,20240731,,,-7.93,False
sh605099,20251015,,,14.45,False
sh688310,20260209,,,-7.46,False
sh688543,20250930,,,-7.62,False
sh600602,20240926,,,30.83,True
sh600051,20240925,,,9.93,False
sh688047,20250627,,,-4.32,False
sh605133,20251118,,,2.37,False
sh600661,20240805,,,4.69,False
sh600986,20240926,,,6.14,False
sh688520,20260416,,,-1.69,False
sh603458,20250924,,,-1.39,False
sh603722,20250724,,,1.51,False
sh688009,20250714,,,3.99,False
sh688793,20260325,,,-20.61,False
sh600131,20240925,,,1.37,False
sh601333,20240924,,,10.4,False
sh600456,20240828,,,1.75,False
sh603989,20240927,,,-0.29,False
sh603072,20251013,,,-10.03,False
sh600418,20250305,,,-3.9,False
sh603309,20240731,,,-0.19,False
sh000159,20240926,,,6.62,False
sh603325,20251024,,,-6.65,False
sh603823,20240904,,,-16.68,False
sh600228,20240925,,,8.49,False
sh688169,20250714,,,3.7,False
sh600152,20240903,,,-9.29,False
sh603577,20240926,,,3.26,False
sh600266,20240806,,,0.25,False
sh600635,20240905,,,-6.88,False
sh603959,20241022,,,47.0,True
sh600066,20240918,,,9.63,False
sh688789,20250711,,,1.58,False
sh688013,20251225,,,-7.56,False
sh601702,20250813,,,-4.98,False
sh900920,20240927,,,5.95,False
sh600486,20240927,,,2.15,False
sh603272,20251205,,,-1.45,False
sh688517,20251212,,,0.63,False
sh688623,20260324,,,-0.19,False
sh600331,20240926,,,12.74,False
sh600562,20240731,,,-3.71,False
sh900908,20240912,,,18.44,False
sh688075,20250630,,,4.74,False
sh688512,20251021,,,2.28,False
sh688288,20250711,,,0.74,False
sh600653,20240925,,,4.35,False
sh900946,20240903,,,-1.43,False
sh688668,20251120,,,4.81,False
sh603696,20240927,,,-0.55,False
sh600187,20250221,,,-6.4,False
sh603277,20250722,,,0.91,False
sh603120,20251024,,,0.57,False
sh600850,20240924,,,16.75,False
sh605218,20250625,,,-1.64,False
sh605162,20251124,,,2.36,False
sh688322,20250624,,,5.23,False
sh605056,20250922,,,12.57,False
sh600157,20240927,,,4.1,False
sh603014,20260105,,,-0.6,False
sh603826,20240819,,,4.41,False
sh600119,20240924,,,5.72,False
sh688695,20250716,,,0.7,False
sh605286,20250801,,,13.99,False
sh688468,20250624,,,2.62,False
sh600729,20240927,,,-1.81,False
sh603038,20240827,,,-10.94,False
sh601002,20240925,,,7.42,False
sh601798,20240927,,,6.5,False
sh600906,20250624,,,5.3,False
sh600880,20240925,,,12.56,False
sh688275,20250724,,,-0.81,False
sh688426,20250630,,,1.17,False
sh605183,20251225,,,1.16,False
sh688590,20250625,,,-6.29,False
sh600936,20240829,,,-5.04,False
sh688170,20260112,,,7.2,False
sh688244,20250821,,,-14.46,False
sh688113,20251124,,,1.49,False
sh600252,20240806,,,0.0,False
sh605500,20251103,,,0.97,False
sh603859,20241008,,,-0.89,False
sh603676,20251010,,,0.77,False
sh600586,20240930,,,-8.77,False
sh601579,20240801,,,-0.82,False
sh603817,20240926,,,5.96,False
sh600328,20240730,,,6.04,False
sh900914,20250717,,,2.8,False
sh688027,20250715,,,5.16,False
sh601919,20240923,,,19.12,False
sh600366,20240924,,,9.65,False
sh600601,20240826,,,-1.11,False
sh688313,20260310,,,3.35,False
sh600556,20240927,,,4.43,False
sh688617,20250825,,,11.88,False
sh688370,20250624,,,7.16,False
sh600031,20240809,,,3.66,False
sh600518,20240801,,,-4.62,False
sh000824,20240926,,,3.0,False
sh603172,20251218,,,-0.39,False
sh600282,20240930,,,-8.18,False
sh688659,20251128,,,-8.67,False
sh603889,20240930,,,-9.97,False
sh600802,20240924,,,8.41,False
sh600629,20240926,,,3.46,False
sh600667,20240927,,,9.23,False
sh600980,20240925,,,9.73,False
sh688375,20251127,,,9.8,False
sh688526,20251027,,,-3.83,False
sh601279,20260209,,,-7.54,False
sh688041,20250729,,,-2.94,False
sh600300,20240927,,,-0.4,False
sh688316,20250708,,,13.01,False
sh600057,20240930,,,-4.78,False
sh600530,20250918,,,9.74,False
sh688671,20251125,,,28.11,True
sh603927,20250704,,,-2.48,False
sh603220,20250822,,,-3.3,False
sh688358,20250630,,,3.59,False
sh603708,20240927,,,-1.29,False
sh600864,20240731,,,-5.74,False
sh600019,20240930,,,-6.25,False
sh605118,20251201,,,0.49,False
sh600219,20240808,,,3.58,False
sh688158,20250718,,,5.12,False
sh600583,20240930,,,-7.65,False
sh688222,20251124,,,1.31,False
sh603021,20240926,,,6.98,False
sh000145,20240927,,,1.53,False
sh603315,20241008,,,-9.68,False
sh603813,20260304,,,-11.11,False
sh605566,20260407,,,4.48,False
sh688726,20250630,,,7.26,False
sh605001,20251125,,,-1.19,False
sh603610,20260206,,,5.13,False
sh600429,20240926,,,3.52,False
sh600319,20240923,,,18.48,False
sh900925,20240819,,,0.25,False
sh601966,20240930,,,-3.25,False
sh600483,20240807,,,-5.68,False
sh603773,20250630,,,-2.11,False
sh688058,20250716,,,-1.62,False
sh600999,20250114,,,0.52,False
sh603214,20250729,,,-6.84,False
sh601155,20240808,,,-4.8,False
sh601928,20240814,,,2.69,False
sh688016,20250701,,,3.33,False
sh603409,20250901,,,0.93,False
sh688571,20250924,,,1.79,False
sh600630,20240930,,,-3.4,False
sh600063,20240927,,,0.84,False
sh688626,20251219,,,61.3,True
sh601882,20240930,,,-9.95,False
sh603970,20250904,,,-1.16,False
sh600567,20240926,,,-6.02,False
sh603697,20250904,,,-6.98,False
sh600000,20250408,,,5.21,False
sh605086,20250718,,,0.97,False
sh000815,20240927,,,-2.2,False
sh000068,20240927,,,1.68,False
sh603238,20240927,,,3.07,False
sh600529,20240926,,,1.99,False
sh600833,20240829,,,-1.98,False
sh603496,20240930,,,11.07,False
sh688141,20250630,,,-9.12,False
sh688088,20250624,,,0.56,False
sh601336,20240731,,,-7.88,False
sh603193,20250724,,,-7.06,False
sh688216,20260112,,,13.22,False
sh603868,20240930,,,-11.04,False
sh603015,20240927,,,7.79,False
sh600704,20240731,,,-0.72,False
sh605018,20250908,,,-0.25,False
sh600683,20240920,,,5.43,False
sh688258,20251212,,,11.05,False
sh688391,20250630,,,-0.07,False
sh603608,20240923,,,-7.37,False
sh600961,20241008,,,-7.49,False
sh603197,20240927,,,4.06,False
sh601065,20250710,,,3.71,False
sh600686,20241202,,,26.88,True
sh601298,20250704,,,-0.69,False
sh601857,20241008,,,-9.92,False
sh688589,20250721,,,6.35,False
sh603010,20240930,,,-3.51,False
sh688213,20250805,,,-0.24,False
sh688127,20250630,,,-4.24,False
sh600435,20240730,,,-8.21,False
sh600885,20240731,,,0.52,False
sh688270,20251124,,,22.55,True
sh601007,20240806,,,-6.83,False
sh688717,20251125,,,-5.19,False
sh600903,20251010,,,2.28,False
sh688690,20260109,,,4.14,False
sh600382,20240926,,,-5.31,False
sh688559,20250722,,,-3.54,False
sh600182,20240930,,,-2.9,False
sh600618,20240731,,,-10.6,False
sh601900,20240910,,,2.67,False
sh900943,20240806,,,-4.52,False
sh688070,20251020,,,4.52,False
sh603396,20250630,,,6.04,False
sh603777,20240927,,,-2.05,False
sh688327,20250725,,,-2.9,False
sh603916,20251105,,,-3.33,False
sh601099,20240731,,,-4.99,False
sh600501,20250107,,,2.35,False
sh605167,20250922,,,7.58,False
sh600352,20240819,,,6.37,False
sh600855,20240924,,,16.38,False
sh600028,20240912,,,13.03,False
sh603211,20250624,,,-1.0,False
sh688369,20250716,,,3.2,False
sh603125,20251020,,,-0.66,False
sh603968,20240930,,,-5.31,False
sh600604,20240730,,,-11.76,False
sh688022,20250624,,,3.29,False
sh603709,20260325,,,-3.32,False
sh603093,20260302,,,-2.43,False
sh600363,20240930,,,13.09,False
sh603926,20240930,,,-5.05,False
sh688291,20251124,,,2.38,False
sh600783,20240903,,,-1.27,False
sh601952,20240808,,,-5.57,False
sh900911,20240731,,,-1.51,False
sh688568,20250630,,,-0.5,False
sh603138,20240830,,,0.17,False
sh600807,20240816,,,-11.51,False
sh000821,20240925,,,9.92,False
sh600287,20241008,,,2.22,False
sh688188,20250722,,,-0.51,False
sh603611,20240930,,,-8.95,False
sh600753,20240927,,,22.05,True
sh603042,20240920,,,8.96,False
sh600100,20240925,,,16.73,False
sh688388,20260325,,,12.45,False
sh600234,20240925,,,6.51,False
sh600467,20240926,,,1.16,False
sh688595,20250625,,,-6.88,False
sh603338,20240930,,,-19.7,False
sh688768,20250801,,,9.48,False
sh605186,20250627,,,8.04,False
sh603043,20250624,,,0.39,False
sh605318,20250718,,,3.66,False
sh601360,20250717,,,3.99,False
sh688091,20251103,,,-8.04,False
sh601866,20240930,,,-5.43,False
sh603508,20240813,,,-9.93,False
sh600730,20240806,,,-10.68,False
sh600163,20240930,,,-0.4,False
sh688116,20250624,,,-5.08,False
sh600257,20240930,,,-7.68,False
sh688689,20250624,,,3.64,False
sh601199,20250512,,,-2.84,False
sh603990,20240926,,,11.3,False
sh688227,20250818,,,3.56,False
sh603296,20250625,,,12.67,False
sh600166,20240927,,,-1.97,False
sh603677,20240930,,,-1.63,False
sh688269,20251124,,,2.2,False
sh600128,20240919,,,13.71,False
sh603639,20240930,,,-6.66,False
sh601800,20240801,,,0.85,False
sh603009,20240731,,,-6.47,False
sh600718,20240731,,,-7.56,False
sh688459,20250630,,,1.67,False
sh600082,20240913,,,27.03,True
sh603520,20241008,,,-12.88,False
sh600231,20240924,,,5.52,False
sh600105,20240927,,,7.12,False
sh600756,20240920,,,23.27,True
sh900939,20240806,,,0.32,False
sh600305,20240926,,,-1.59,False
sh601107,20240819,,,-7.39,False
sh601233,20250107,,,-3.82,False
sh600662,20240731,,,-7.02,False
sh600985,20240926,,,2.77,False
sh603721,20250901,,,3.41,False
sh000847,20240927,,,5.08,False
sh688069,20251128,,,-4.84,False
sh600861,20240927,,,3.18,False
sh600535,20240805,,,-6.44,False
sh603922,20250728,,,1.04,False
sh601778,20251215,,,1.89,False
sh601956,20251128,,,-3.48,False
sh688489,20251128,,,-4.62,False
sh600052,20240731,,,-5.58,False
sh000158,20240930,,,-5.54,False
sh600419,20240927,,,-1.09,False
sh603073,20251218,,,4.42,False
sh600383,20240903,,,6.9,False
sh603988,20250416,,,-2.69,False
sh603515,20240926,,,2.76,False
sh688716,20250714,,,5.68,False
sh688271,20250722,,,-3.73,False
sh600130,20240903,,,-3.18,False
sh605305,20250624,,,4.26,False
sh688126,20250708,,,3.61,False
sh600267,20240802,,,-0.93,False
sh601818,20240904,,,1.04,False
sh605366,20250904,,,-0.81,False
sh603011,20240930,,,7.81,False
sh688168,20251031,,,25.42,True
sh600229,20240925,,,5.22,False
sh601678,20240926,,,0.28,False
sh603822,20240805,,,11.87,False
sh688395,20260112,,,4.69,False
sh603196,20240904,,,-5.56,False
sh603324,20250630,,,5.83,False
sh603124,20251217,,,4.7,False
sh900921,20240927,,,3.64,False
sh603890,20250710,,,0.66,False
sh605128,20250624,,,11.83,False
sh603738,20240730,,,-4.75,False
sh603210,20251009,,,0.52,False
sh688368,20250730,,,-1.5,False
sh688012,20250722,,,4.1,False
sh603739,20250624,,,1.59,False
sh688788,20251208,,,17.39,False
sh605166,20250806,,,10.45,False
sh600353,20240930,,,13.67,False
sh688575,20250724,,,1.35,False
sh600330,20240927,,,4.43,False
sh603109,20251015,,,-3.6,False
sh688622,20250630,,,4.84,False
sh688516,20250806,,,11.85,False
sh600004,20240927,,,-3.84,False
sh000811,20240927,,,2.12,False
sh603276,20260115,,,1.96,False
sh603711,20250707,,,-1.51,False
sh688669,20251128,,,-11.66,False
sh900947,20240829,,,-1.04,False
sh603239,20240930,,,-9.79,False
sh601598,20250702,,,5.42,False
sh688289,20250715,,,6.66,False
sh000993,20240731,,,-7.36,False
sh600335,20240930,,,-9.6,False
sh900909,20240910,,,11.08,False
sh601137,20240927,,,7.21,False
sh688323,20250624,,,8.0,False
sh603408,20250722,,,1.11,False
sh600062,20240827,,,4.23,False
sh000044,20240926,,,8.11,False
sh600505,20240730,,,-5.87,False
sh688017,20250806,,,6.34,False
sh688190,20250626,,,-0.8,False
sh600482,20240903,,,2.06,False
sh603393,20240902,,,-8.77,False
sh603121,20251209,,,12.62,False
sh600682,20240911,,,11.52,False
sh688259,20250718,,,1.62,False
sh600965,20240930,,,-0.24,False
sh688390,20250801,,,13.43,False
sh603609,20240731,,,-2.7,False
sh688217,20260105,,,13.45,False
sh600156,20240830,,,1.66,False
sh603320,20240809,,,-7.18,False
sh000170,20240926,,,3.99,False
sh601633,20240925,,,10.12,False
sh600135,20240905,,,-5.87,False
sh603077,20240926,,,4.8,False
sh600881,20240923,,,40.17,True
sh601799,20240906,,,6.24,False
sh601003,20240925,,,9.39,False
sh600452,20240927,,,1.11,False
sh603039,20240927,,,10.28,False
sh600728,20240924,,,12.62,False
sh688469,20250711,,,6.86,False
sh603076,20260210,,,0.94,False
sh600104,20240731,,,-9.49,False
sh600979,20240930,,,-2.58,False
sh603615,20240905,,,-11.76,False
sh688722,20251229,,,2.11,False
sh600463,20240730,,,-0.81,False
sh600230,20240807,,,-9.36,False
sh000122,20240930,,,-7.61,False
sh688591,20251106,,,-9.31,False
sh689009,20250711,,,1.28,False
sh601033,20251010,,,1.88,False
sh000911,20240924,,,13.46,False
sh688268,20250625,,,3.86,False
sh603310,20250721,,,-1.56,False
sh603816,20240927,,,-4.14,False
sh605028,20260130,,,1.24,False
sh600587,20240806,,,-4.63,False
sh600735,20251103,,,-17.3,False
sh688475,20250725,,,-3.49,False
sh603991,20241227,,,9.59,False
sh688226,20250714,,,15.96,False
sh603858,20240924,,,7.85,False
sh603025,20240930,,,-1.8,False
sh600734,20240819,,,-6.27,False
sh605066,20251009,,,0.0,False
sh603311,20240801,,,-0.71,False
sh600955,20250624,,,-2.06,False
sh688312,20250725,,,5.75,False
sh601398,20250923,,,0.83,False
sh688488,20251022,,,1.49,False
sh600600,20240927,,,-3.95,False
sh603111,20240801,,,-5.57,False
sh688026,20260122,,,0.71,False
sh900915,20240924,,,13.99,False
sh600329,20240927,,,6.91,False
sh688068,20251015,,,-9.47,False
sh600803,20240807,,,-2.84,False
sh603888,20240926,,,6.2,False
sh688658,20250929,,,-4.35,False
sh600283,20240930,,,-2.03,False
sh603173,20260109,,,7.52,False
sh603208,20240930,,,-11.29,False
sh000825,20240926,,,3.28,False
sh600519,20240926,,,-2.37,False
sh600030,20240731,,,-5.05,False
sh688371,20260227,,,-6.43,False
sh688616,20251020,,,2.91,False
sh600557,20241008,,,-9.73,False
sh601699,20240930,,,-9.86,False
sh600981,20240924,,,5.64,False
sh603177,20240927,,,0.53,False
sh603596,20250917,,,-4.46,False
sh603725,20260119,,,-0.49,False
sh601236,20251110,,,-3.52,False
sh688569,20250707,,,3.32,False
sh601698,20250630,,,-3.57,False
sh600628,20240731,,,-4.67,False
sh600865,20240731,,,-2.71,False
sh600018,20240924,,,4.58,False
sh600782,20240930,,,-1.94,False
sh688670,20260225,,,-5.16,False
sh600531,20240927,,,7.08,False
sh600056,20240812,,,-6.93,False
sh688317,20260126,,,-15.54,False
sh600256,20240927,,,17.44,False
sh601607,20240913,,,19.99,False
sh600405,20240926,,,6.12,False
sh603020,20240927,,,2.65,False
sh600162,20240925,,,15.84,False
sh688223,20250825,,,6.28,False
sh601828,20250702,,,-2.29,False
sh600428,20240731,,,-8.27,False
sh601665,20250718,,,-3.83,False
sh603797,20240930,,,-6.4,False
sh600235,20240926,,,8.61,False
sh600933,20250729,,,7.88,False
sh605567,20250929,,,2.38,False
sh688389,20250724,,,1.16,False
sh688570,20250905,,,-4.05,False
sh603912,20250714,,,0.34,False
sh601929,20240923,,,20.34,True
sh600356,20240924,,,5.41,False
sh600851,20240801,,,-2.65,False
sh603215,20251125,,,2.3,False
sh600998,20240927,,,0.2,False
sh603895,20250624,,,-2.32,False
sh900924,20240731,,,-2.68,False
sh600318,20240924,,,7.73,False
sh601136,20250724,,,-2.01,False
sh600186,20240930,,,13.11,False
sh600528,20240926,,,6.35,False
sh601179,20240830,,,2.65,False
sh000814,20240927,,,4.08,False
sh688513,20251127,,,9.54,False
sh601599,20240925,,,8.31,False
sh600566,20241107,,,-8.37,False
sh605100,20250624,,,-2.33,False
sh605300,20250626,,,1.51,False
sh688089,20251010,,,-8.97,False
sh600201,20241107,,,-2.69,False
sh603511,20251201,,,-4.95,False
sh600386,20240821,,,-3.24,False
sh600118,20240802,,,-13.94,False
sh603321,20251015,,,-0.75,False
sh603869,20240930,,,-2.67,False
sh688123,20250729,,,-1.9,False
sh603192,20251128,,,-0.84,False
sh600262,20240927,,,5.16,False
sh000908,20240930,,,-6.63,False
sh601636,20240930,,,-6.64,False
sh688212,20250924,,,-2.1,False
sh600153,20240926,,,8.9,False
sh688588,20250624,,,6.55,False
sh603538,20240930,,,-5.15,False
sh600960,20240926,,,2.69,False
sh688758,20251016,,,5.69,False
sh688691,20250807,,,21.47,True
sh603308,20240930,,,2.34,False
sh601006,20240808,,,-2.13,False
sh600763,20240731,,,-2.29,False
sh600884,20240930,,,-12.45,False
sh601886,20240927,,,6.36,False
sh688071,20250625,,,-6.0,False
sh600563,20240911,,,9.95,False
sh603421,20240913,,,38.1,True
sh603693,20250905,,,-5.01,False
sh600657,20240923,,,36.39,True
sh600879,20240926,,,8.9,False
sh688345,20251124,,,1.55,False
sh900942,20240731,,,-2.11,False
sh601901,20240926,,,5.31,False
sh600619,20240731,,,-6.43,False
sh603108,20240927,,,11.78,False
sh603273,20250707,,,7.77,False
sh600183,20240813,,,-6.34,False
sh688558,20251127,,,-2.41,False
sh600487,20240813,,,-12.38,False
sh600854,20240801,,,-1.32,False
sh600029,20240926,,,-0.85,False
sh000041,20240828,,,-9.23,False
sh600500,20240924,,,8.72,False
sh601098,20240808,,,7.55,False
sh603917,20250801,,,2.57,False
sh688326,20250716,,,3.41,False
sh601963,20250804,,,-2.75,False
sh603776,20240927,,,2.93,False
sh603958,20240919,,,3.53,False
sh600067,20240731,,,-6.27,False
sh900910,20240918,,,37.69,True
sh603221,20251128,,,2.04,False
sh688359,20251021,,,23.02,True
sh688290,20250630,,,-5.74,False
sh600362,20240930,,,-5.92,False
sh688023,20250626,,,-5.29,False
sh600605,20240924,,,13.15,False
sh603969,20240930,,,9.37,False
sh688613,20251222,,,-2.0,False
sh600301,20240930,,,-5.62,False
sh600552,20240823,,,29.83,True
sh600666,20240812,,,-4.83,False
sh600848,20240926,,,5.72,False
sh600035,20240930,,,-5.52,False
sh603176,20250630,,,28.74,True
sh000820,20240930,,,-7.02,False
sh603139,20240809,,,-18.58,False
sh603339,20240925,,,7.6,False
sh603871,20250701,,,-1.21,False
sh603377,20241024,,,53.25,True
sh600101,20240930,,,5.65,False
sh688117,20251119,,,2.4,False
sh600731,20240924,,,7.58,False
sh688090,20250625,,,-0.89,False
sh600218,20240927,,,0.14,False
sh603995,20250625,,,-3.74,False
sh688159,20260130,,,-16.98,False
sh600582,20240930,,,-7.42,False
sh601606,20251217,,,2.17,False
sh605319,20250804,,,9.36,False
sh603638,20240830,,,-3.63,False
sh600129,20241107,,,-10.24,False
sh688095,20250630,,,-1.38,False
sh600167,20240806,,,1.52,False
sh603297,20250725,,,-3.08,False
sh000001,20221205,,,-3.26,False
sh601198,20240730,,,4.07,False
sh688112,20251023,,,4.02,False
sh000141,20240927,,,9.55,False
sh600400,20240927,,,-3.91,False
sh688416,20250624,,,-5.02,False
sh600757,20250114,,,1.81,False
sh601555,20240920,,,27.16,True
sh605005,20251015,,,0.38,False
sh688171,20251124,,,3.68,False
sh603373,20260226,,,-8.63,False
sh688458,20251021,,,-9.13,False
sh600719,20241028,,,4.7,False
sh603008,20240927,,,3.37,False
sh601801,20240927,,,1.06,False
sh688522,20250825,,,-6.37,False
sh600984,20240927,,,6.04,False
sh603209,20250716,,,0.86,False
sh600663,20240731,,,-7.33,False
sh601106,20240925,,,21.46,True
sh900938,20240926,,,14.18,False
sh688045,20250627,,,-0.35,False
sh605266,20250624,,,-0.29,False
sh600053,20240920,,,7.35,False
sh603439,20250710,,,-1.77,False
sh601918,20250722,,,-6.44,False
sh603097,20250708,,,0.81,False
sh000808,20240927,,,4.25,False
sh000075,20240927,,,5.29,False
sh603225,20250106,,,3.86,False
sh600367,20240930,,,-4.98,False
sh600860,20240927,,,0.58,False
sh605228,20250624,,,9.66,False
sh688295,20250625,,,-0.1,False
sh600787,20240731,,,-2.68,False
sh603477,20250908,,,-4.55,False
sh603096,20240927,,,2.57,False
sh603110,20250822,,,3.12,False
sh601399,20250630,,,2.67,False
sh000846,20240926,,,7.0,False
sz003005,20250725,,,1.92,False
sz002381,20240930,,,-7.61,False
sz000692,20240919,,,4.76,False
sz300347,20240925,,,12.45,False
sz000421,20240925,,,6.75,False
sz399648,20240926,,,7.18,False
sz002132,20240925,,,11.97,False
sz300072,20260413,,,-5.66,False
sz301270,20250916,,,-9.16,False
sz300493,20240807,,,12.94,False
sz002098,20250107,,,4.82,False
sz001368,20251219,,,-5.15,False
sz301127,20250624,,,6.84,False
sz399805,20240924,,,47.9,True
sz002702,20240930,,,-9.16,False
sz002265,20240923,,,11.54,False
sz000776,20240919,,,34.07,True
sz300539,20240821,,,-4.99,False
sz002963,20251215,,,5.4,False
sz300010,20240731,,,-3.82,False
sz001326,20251225,,,27.74,True
sz002478,20240930,,,-7.84,False
sz000738,20240926,,,8.24,False
