benchmark_gain,breakthrough_date,breakthrough_price,final_gain,rs_diff,stock_gain,success,ts_code
-2.55,20240905,1.69,3.55,-8.52,3.55,False,sz002321
5.69,20240927,7.0,5.86,0.19,5.86,False,sz300179
10.03,20240926,1.71,5.26,5.07,5.26,False,sz002076
10.03,20240926,3.12,8.97,-5.64,8.97,False,sz002342
-4.05,20240930,7.89,-8.88,18.51,-8.88,False,sz002511
0.82,20250624,26.72,2.13,7.45,2.13,False,sz301187
-4.05,20240930,4.78,10.46,17.61,10.46,False,sz300137
-4.05,20240930,13.39,-4.26,8.5,-4.26,False,sz002845
-4.05,20240930,7.9,-8.1,14.07,-8.1,False,sz002038
0.0,20251119,33.59,-6.73,2.47,-6.73,False,sz300905
-2.35,20240731,11.87,-3.29,22.39,-3.29,False,sz300203
0.55,20240911,18.39,-2.99,-2.92,-2.99,False,sz300648
5.69,20240927,6443.84,5.9,9.04,5.9,False,sz399989
12.53,20240920,4.84,8.68,-12.26,8.68,False,sz002114
0.0,20250806,11.04,3.17,6.26,3.17,False,sz301256
0.0,20250808,18.37,0.38,6.12,0.38,False,sz300829
10.03,20240926,4.3,19.51,0.28,19.51,False,sz300055
-4.05,20240930,18.37,-9.8,28.71,-9.8,False,sz002709
0.0,20250908,17.37,-0.63,-3.93,-0.63,False,sz300867
0.0,20250709,45.79,0.9,5.12,0.9,False,sz301086
0.0,20260324,16.88,-1.66,-0.06,-1.66,False,sz001300
5.69,20240927,15.24,12.73,7.72,12.73,False,sz300036
-2.35,20240731,19.75,4.61,6.42,4.61,False,sz002597
12.53,20240920,7.8,17.31,-2.4,17.31,False,sz300551
0.82,20250624,39.99,0.95,9.43,0.95,False,sz301428
0.0,20260209,43.19,5.09,20.44,5.09,False,sz300804
5.69,20240927,4.7,2.13,6.76,2.13,False,sz002724
0.0,20250820,49.09,-0.84,8.22,-0.84,False,sz301101
-1.49,20240802,2.9,-7.24,25.05,-7.24,False,sz300078
-0.22,20250625,14.68,-3.34,9.45,-3.34,False,sz002945
0.0,20251010,5.39,-0.93,0.34,-0.93,False,sz300664
0.0,20251125,30.06,-3.43,-3.16,-3.43,False,sz301235
6.59,20240918,5.76,3.99,-16.38,3.99,False,sz002243
0.0,20260120,78.6,1.46,7.0,1.46,False,sz301035
5.69,20240927,3.36,0.59,7.59,0.59,False,sz200625
5.69,20240927,1731.66,3.83,10.28,3.83,False,sz399397
0.0,20250630,38.26,-2.77,5.37,-2.77,False,sz301552
-4.05,20240930,2.14,-5.14,21.86,-5.14,False,sz002377
0.0,20250626,88.39,2.55,12.76,2.55,False,sz301628
0.0,20260206,27.98,0.64,0.47,0.64,False,sz001234
-1.32,20240819,8.24,-10.19,27.28,-10.19,False,sz300465
-0.42,20240730,32.16,-3.86,4.07,-3.86,False,sz300236
21.37,20240923,5.98,14.38,-5.44,14.38,False,sz002339
-4.05,20240930,27.25,-1.32,4.07,-1.32,False,sz002813
0.0,20250714,39.3,1.09,14.88,1.09,False,sz301018
1.17,20240912,10.42,-4.32,-13.53,-4.32,False,sz300255
0.0,20251222,11.68,33.9,3.36,33.9,True,sz301056
-1.49,20240802,10.33,0.39,2.27,0.39,False,sz002020
-2.65,20240902,3.19,-14.11,12.1,-14.11,False,sz002547
-2.13,20240801,8.18,-4.28,18.62,-4.28,False,sz300581
-4.05,20240930,46.72,-8.39,25.4,-8.39,False,sz002311
5.69,20240927,999.42,1.63,8.05,1.63,False,sz399971
-2.35,20240731,4.28,-1.87,-0.15,-1.87,False,sz002676
-0.43,20240823,43.52,5.74,-9.09,5.74,False,sz002025
5.69,20240927,2250.07,9.49,6.9,9.49,False,sz399696
5.69,20240927,6.91,7.38,5.11,7.38,False,sz300403
0.0,20250904,13.43,2.01,-14.02,2.01,False,sz300778
0.0,20250908,29.64,1.82,-5.87,1.82,False,sz002990
-2.35,20240731,10.74,-5.59,21.6,-5.59,False,sz300399
12.53,20240920,1.78,12.36,-8.09,12.36,False,sz002638
0.0,20260416,32.64,1.93,-2.83,1.93,False,sz300935
-8.32,20241008,15.14,-15.66,37.1,-15.66,False,sz300233
-4.05,20240930,11.6,-13.02,23.31,-13.02,False,sz002521
10.03,20240926,8916.65,17.43,-2.83,17.43,False,sz399001
21.89,20240924,3.43,53.94,13.23,53.94,True,sz300080
-4.05,20240930,31.19,-5.99,20.39,-5.99,False,sz002415
0.0,20251103,35.05,-7.56,2.73,-7.56,False,sz301230
1.24,20240812,8.53,5.04,13.34,5.04,False,sz002246
0.0,20250630,15.01,-1.33,1.97,-1.33,False,sz002889
-4.05,20240930,12.87,2.72,16.82,2.72,False,sz300349
0.0,20250819,13.8,3.33,2.6,3.33,False,sz300986
5.69,20240927,2.75,-1.09,9.18,-1.09,False,sz002172
0.0,20250801,19.52,7.22,1.51,7.22,False,sz001282
0.0,20251223,27.08,3.66,-8.79,3.66,False,sz300801
10.03,20240926,5.53,23.15,-0.69,23.15,True,sz300307
5.69,20240927,17.98,5.28,6.5,5.28,False,sz300660
0.0,20260304,19.38,2.53,-2.76,2.53,False,sz301083
10.03,20240926,7288.74,12.15,-2.59,12.15,False,sz399646
-0.42,20240730,15.66,-3.38,0.74,-3.38,False,sz300537
0.82,20250624,22.66,-2.25,8.7,-2.25,False,sz301587
-2.13,20240801,11.08,-2.44,11.73,-2.44,False,sz002438
0.0,20250630,26.92,-6.65,14.75,-6.65,False,sz301129
-4.05,20240930,11.95,-8.37,26.58,-8.37,False,sz300199
0.0,20251024,35.11,-1.25,-0.93,-1.25,False,sz003026
21.37,20240923,7.53,27.09,-9.79,27.09,True,sz300603
-0.67,20240807,11.3,2.57,2.19,2.57,False,sz002096
0.0,20250924,12.51,-0.88,-1.18,-0.88,False,sz001366
0.0,20250716,13.17,-2.58,0.77,-2.58,False,sz002923
0.02,20240806,20.67,-4.79,-3.2,-4.79,False,sz300579
5.69,20240927,3.68,2.99,9.6,2.99,False,sz002225
0.0,20250924,15.64,6.01,-3.46,6.01,False,sz301167
-0.42,20240730,2.25,15.35,49.74,15.35,False,sz002742
0.0,20250805,44.44,0.63,-2.22,0.63,False,sz001328
21.37,20240923,1.67,19.83,5.83,19.83,False,sz300506
0.26,20240808,16.3,0.86,8.68,0.86,False,sz002393
5.69,20240927,2.63,69.31,9.17,69.31,True,sz300355
0.82,20250624,24.2,-3.1,11.37,-3.1,False,sz300853
-4.05,20240930,60.8,-2.42,11.77,-2.42,False,sz002409
0.0,20260325,38.4,1.43,-9.39,1.43,False,sz002895
5.69,20240927,2366.92,1.38,5.26,1.38,False,sz399614
0.0,20260105,32.85,-4.69,10.76,-4.69,False,sz003017
-4.05,20240930,22.39,-4.51,25.78,-4.51,False,sz300548
-4.05,20240930,12.94,-1.93,14.7,-1.93,False,sz002214
0.0,20250905,24.95,1.84,-3.22,1.84,False,sz301262
5.69,20240927,13.45,6.91,7.9,6.91,False,sz300481
-2.1,20240903,7.31,-2.46,-13.52,-2.46,False,sz002120
14.62,20240925,2.44,12.7,0.25,12.7,False,sz002277
0.0,20251225,31.06,-3.67,-7.14,-3.67,False,sz002971
-2.35,20240731,2.5,-2.4,3.45,-2.4,False,sz200725
0.0,20251022,28.06,4.67,-15.05,4.67,False,sz301135
5.69,20240927,108.0,-0.47,7.11,-0.47,False,sz200596
10.03,20240926,2.49,7.24,-3.16,7.24,False,sz002239
0.0,20251125,23.68,2.45,-10.94,2.45,False,sz301386
-2.69,20240830,8.81,1.14,-11.68,1.14,False,sz300002
-4.05,20240930,13.69,-5.77,21.12,-5.77,False,sz300651
0.0,20251218,61.61,13.54,-1.72,13.54,False,sz301528
5.69,20240927,9.85,-1.02,10.55,-1.02,False,sz002497
10.03,20240926,3.68,41.03,3.6,41.03,True,sz300451
0.0,20251015,43.03,-0.65,-2.54,-0.65,False,sz301186
-0.04,20240813,16.64,2.16,0.67,2.16,False,sz002039
-4.05,20240930,1798.07,-2.5,6.55,-2.5,False,sz399439
5.69,20240927,6.0,-4.83,15.92,-4.83,False,sz002343
0.0,20251024,17.35,3.86,-4.41,3.86,False,sz301566
0.0,20251219,6.83,1.17,2.86,1.17,False,sz300883
0.0,20250725,31.84,2.29,0.98,2.29,False,sz301001
0.0,20251217,21.51,1.16,-1.78,1.16,False,sz301356
0.0,20260112,11.24,3.2,2.65,3.2,False,sz300929
-4.05,20240930,4.07,0.0,15.33,0.0,False,sz002573
-0.63,20240820,3.88,-8.18,43.39,-8.18,False,sz002647
0.0,20250728,83.31,1.42,0.86,1.42,False,sz301631
-2.69,20240830,23.62,-4.06,-46.42,-4.06,False,sz002869
-4.05,20240930,9.12,-2.85,16.46,-2.85,False,sz002014
1.24,20240812,6.21,-10.31,26.75,-10.31,False,sz300261
21.89,20240924,4.84,64.01,-7.84,64.01,True,sz300432
0.82,20250624,37.7,-0.88,-17.16,-0.88,False,sz300680
0.0,20250911,31.76,0.0,-13.51,0.0,False,sz301318
0.0,20251022,21.26,0.14,-12.08,0.14,False,sz300967
-1.66,20250224,27.75,-2.67,16.93,-2.67,False,sz002827
-1.32,20240819,3.47,-23.05,43.8,-23.05,False,sz300150
0.0,20251020,27.81,6.44,-8.73,6.44,False,sz001266
-2.35,20240731,4.91,-8.76,20.91,-8.76,False,sz002196
0.0,20250728,23.98,0.92,5.59,0.92,False,sz301029
-0.09,20240805,5.15,-15.55,34.16,-15.55,False,sz300099
5.69,20240927,3384.01,0.87,-1.04,0.87,False,sz399411
-4.05,20240930,10.07,0.0,20.92,0.0,False,sz300437
-0.87,20240816,4.86,-6.38,19.38,-6.38,False,sz300264
0.0,20250716,30.7,-3.39,-1.32,-3.39,False,sz301067
-1.32,20240819,5.83,8.75,15.07,8.75,False,sz002642
0.0,20251022,25.07,1.91,-8.03,1.91,False,sz300702
-2.55,20240905,16.54,-8.71,6.81,-8.71,False,sz300479
0.0,20251009,21.52,1.58,4.21,1.58,False,sz001382
0.02,20240806,3.84,5.47,38.89,5.47,False,sz002072
-0.7,20240909,6.84,-7.02,-4.78,-7.02,False,sz300249
-0.09,20240805,4.32,-1.62,10.83,-1.62,False,sz002515
0.0,20250826,31.22,12.68,-5.48,12.68,False,sz002989
0.0,20251118,29.78,-2.52,-5.91,-2.52,False,sz301330
-2.69,20240830,30.79,1.66,-16.31,1.66,False,sz002841
9.68,20240919,15.27,9.23,-21.03,9.23,False,sz300207
0.0,20251013,15.63,0.58,-8.97,0.58,False,sz300901
5.69,20240927,3.19,2.19,-0.62,2.19,False,sz002108
5.69,20240927,3747.87,1.63,3.02,1.63,False,sz399672
5.69,20240927,3491.51,6.16,-1.9,6.16,False,sz399995
-2.35,20240731,4.86,-6.38,-12.17,-6.38,False,sz300333
0.0,20251128,31.9,1.79,-8.28,1.79,False,sz301419
-0.99,20240815,3.66,5.46,7.8,5.46,False,sz300180
10.03,20240926,1.47,6.8,1.09,6.8,False,sz002146
-0.87,20240816,5.34,-14.42,22.94,-14.42,False,sz002272
21.89,20240924,2.46,31.24,-3.49,31.24,True,sz002421
0.82,20250624,26.41,-3.07,14.06,-3.07,False,sz301153
5.69,20240927,2.81,51.6,9.2,51.6,True,sz002211
0.0,20250714,14.24,8.85,6.09,8.85,False,sz002917
0.0,20250630,34.58,-3.96,-2.54,-3.96,False,sz300678
-0.09,20240805,4.24,-10.38,26.45,-10.38,False,sz300299
0.0,20251027,49.44,-6.45,-3.61,-6.45,False,sz002959
-0.67,20240807,8.73,2.06,8.41,2.06,False,sz300460
0.0,20260305,46.91,3.39,-10.39,3.39,False,sz301283
0.0,20250924,13.97,-0.93,-0.99,-0.93,False,sz301519
-2.55,20240905,11.9,-1.09,-9.41,-1.09,False,sz002875
-0.99,20240815,19.85,-8.31,-2.91,-8.31,False,sz002008
-0.67,20240807,10.98,1.82,12.01,1.82,False,sz002792
-0.99,20240815,8.84,-7.58,10.93,-7.58,False,sz300107
0.0,20251219,21.76,2.99,1.26,2.99,False,sz001231
5.69,20240927,2148.58,6.55,5.83,6.55,False,sz399392
0.0,20250905,73.75,-0.77,-2.86,-0.77,False,sz301557
-4.05,20240930,14.37,-6.26,28.05,-6.26,False,sz002372
10.03,20240926,12521.9,9.1,-5.11,9.1,False,sz399408
0.82,20250624,18.69,4.33,-11.0,4.33,False,sz300755
0.0,20250811,19.35,-0.41,2.65,-0.41,False,sz301030
0.26,20240808,8.73,-0.69,8.02,-0.69,False,sz001979
5.69,20240927,10.24,4.88,1.68,4.88,False,sz002046
1.17,20240912,6.62,-1.21,-15.98,-1.21,False,sz002615
-1.49,20240802,5.02,0.6,26.43,0.6,False,sz300149
0.0,20251015,21.18,-3.97,-7.91,-3.97,False,sz300918
5.69,20240927,1.76,-1.7,15.84,-1.7,False,sz002542
10.03,20240926,1239.66,4.03,3.45,4.03,False,sz399238
-1.49,20240802,16.48,1.46,8.22,1.46,False,sz300584
0.0,20250924,84.89,-3.24,-8.72,-3.24,False,sz301367
0.0,20251124,33.17,3.11,-8.67,3.11,False,sz301053
5.69,20240927,10.66,-3.28,1.75,-3.28,False,sz002858
0.0,20250728,109.49,9.78,12.34,9.78,False,sz301600
0.0,20250819,17.6,1.14,8.17,1.14,False,sz300956
0.0,20250708,19.94,-0.1,9.02,-0.1,False,sz301329
-2.35,20240731,2.07,-0.97,2.97,-0.97,False,sz200539
-4.05,20240930,9.01,-5.88,16.76,-5.88,False,sz002296
-0.3,20240910,13.34,-5.85,4.84,-5.85,False,sz300250
-4.05,20240930,4.28,7.71,18.62,7.71,False,sz300164
1.17,20240912,9.87,13.27,4.52,13.27,False,sz002816
0.0,20250630,26.48,-6.08,-6.53,-6.08,False,sz300862
5.69,20240927,20.62,7.42,11.21,7.42,False,sz300364
0.0,20250716,33.81,-0.15,8.43,-0.15,False,sz300785
0.21,20240814,3.39,41.59,41.77,41.59,True,sz300050
5.69,20240927,3.83,-0.78,-4.07,-0.78,False,sz002476
-4.05,20240930,10.69,-1.4,10.78,-1.4,False,sz002111
0.0,20251031,39.63,-5.12,2.22,-5.12,False,sz002940
-2.23,20240906,2.51,-0.8,1.62,-0.8,False,sz002721
-4.05,20240930,4.39,-2.96,4.11,-2.96,False,sz002592
-4.05,20240930,23.58,-6.57,9.56,-6.57,False,sz300554
-2.55,20240905,4.75,54.95,-5.87,54.95,True,sz002208
5.69,20240927,1918.25,7.82,6.51,7.82,False,sz399015
21.89,20240924,111.83,104.66,6.23,104.66,True,sz300033
0.0,20251014,20.95,-0.53,-12.67,-0.53,False,sz003040
5.69,20240927,5.56,5.22,1.11,5.22,False,sz300665
10.03,20240926,2047.57,30.63,-0.63,30.63,True,sz399643
5.69,20240927,10.32,3.88,1.46,3.88,False,sz002139
-2.35,20240731,19.29,-0.62,3.4,-0.62,False,sz300498
-0.42,20240730,10.62,-2.92,14.28,-2.92,False,sz300302
-1.32,20240819,3.5,-8.85,17.55,-8.85,False,sz002177
0.0,20250715,20.26,1.58,16.84,1.58,False,sz001287
-2.35,20240731,18.72,-6.73,13.63,-6.73,False,sz300285
10.03,20240926,11.02,22.41,7.84,22.41,True,sz002410
0.0,20251124,55.97,-3.61,-0.07,-3.61,False,sz301162
-4.05,20240930,15.49,-7.1,22.53,-7.1,False,sz002747
0.0,20260116,24.2,-0.87,8.52,-0.87,False,sz003023
-1.56,20240826,19.8,0.15,8.08,0.15,False,sz300606
10.03,20240926,6.2,12.9,-0.75,12.9,False,sz002093
-0.63,20240820,9.01,-0.91,32.71,-0.91,False,sz300532
0.0,20251215,11.35,5.03,-9.63,5.03,False,sz002968
0.82,20250624,15.27,4.72,1.12,4.72,False,sz300780
0.0,20250626,21.25,-0.71,9.23,-0.71,False,sz301218
-4.05,20240930,27.49,-3.64,36.45,-3.64,False,sz300161
-8.32,20241008,15.36,-19.73,28.34,-19.73,False,sz300406
-8.32,20241008,7.11,-8.72,20.17,-8.72,False,sz002293
0.0,20250716,20.41,-4.31,5.92,-4.31,False,sz002995
-2.35,20240731,1064.4,-3.93,8.94,-3.93,False,sz399420
0.82,20250624,96.85,2.43,-7.18,2.43,False,sz300953
10.03,20240926,1571.82,11.05,-6.36,11.05,False,sz399974
21.89,20240924,6.6,42.88,-7.66,42.88,True,sz002673
10.03,20240926,3130.45,25.71,2.1,25.71,True,sz399693
0.82,20250624,13.22,2.04,-2.38,2.04,False,sz001219
-0.42,20240730,4.09,13.19,-1.56,13.19,False,sz300448
14.62,20240925,2.18,9.63,-0.87,9.63,False,sz002314
0.0,20251114,42.64,-2.63,0.71,-2.63,False,sz301362
0.0,20251015,18.8,-2.29,-9.88,-2.29,False,sz300733
9.68,20240919,10.26,122.03,0.87,122.03,True,sz300085
21.89,20240924,9.41,21.11,-1.72,21.11,True,sz002043
-0.22,20250625,253.9,-1.75,0.58,-1.75,False,sz300750
0.0,20250701,12.25,-0.65,-4.74,-0.65,False,sz301301
10.03,20240926,3.67,4.36,4.39,4.36,False,sz002524
-0.67,20240821,3.27,-10.7,26.2,-10.7,False,sz300278
-0.22,20250625,31.03,0.06,4.66,0.06,False,sz300699
-1.49,20240802,6.36,11.78,9.05,11.78,False,sz300102
5.69,20240927,31.01,-0.48,-1.14,-0.48,False,sz002870
0.0,20251120,31.23,-4.03,3.0,-4.03,False,sz300930
0.0,20250722,28.2,-4.43,14.22,-4.43,False,sz301286
0.0,20250703,73.37,-3.22,-2.68,-3.22,False,sz301004
10.03,20240926,7.75,4.0,10.93,4.0,False,sz002346
0.0,20250904,19.27,24.13,-5.03,24.13,True,sz300761
-0.67,20240821,16.53,-3.63,-1.3,-3.63,False,sz300380
0.0,20250924,28.24,2.97,-10.41,2.97,False,sz300886
0.0,20250916,16.65,-2.28,0.73,-2.28,False,sz001205
0.82,20250624,50.56,-0.54,11.43,-0.54,False,sz301183
-4.05,20240930,6.98,-10.89,33.4,-10.89,False,sz300133
5.69,20240927,4.56,1.1,-0.52,1.1,False,sz002492
-1.56,20240826,1.73,1.62,4.98,1.62,False,sz002822
0.0,20251124,23.7,-0.55,-6.25,-0.55,False,sz301487
0.0,20250708,22.84,2.45,4.24,2.45,False,sz300685
-0.04,20240813,4.57,-2.84,9.38,-2.84,False,sz002538
10.03,20240926,906.04,12.66,2.53,12.66,False,sz399242
0.0,20250924,16.62,1.62,-6.21,1.62,False,sz300962
5.69,20240927,10.97,-0.55,-0.39,-0.55,False,sz002011
0.0,20250905,23.49,0.6,-8.67,0.6,False,sz001228
0.0,20251225,27.03,-0.7,-0.26,-0.7,False,sz301353
0.0,20251105,16.12,0.56,-9.99,0.56,False,sz301500
-2.13,20240801,12.85,-7.24,22.16,-7.24,False,sz002576
-4.05,20240930,10.46,-8.22,19.18,-8.22,False,sz002125
5.69,20240927,4.34,0.69,-2.71,0.69,False,sz002442
0.0,20250718,22.68,0.75,15.89,0.75,False,sz300818
-4.05,20240930,14.85,1.21,18.71,1.21,False,sz300484
-0.22,20250625,18.98,-0.58,2.59,-0.58,False,sz301267
10.03,20240926,1931.86,21.59,-2.28,21.59,True,sz399611
10.03,20240926,30.07,10.97,-2.23,10.97,False,sz002738
0.0,20250721,5.96,4.53,7.19,4.53,False,sz003012
-0.04,20240813,9.09,-5.5,12.66,-5.5,False,sz300637
-2.35,20240731,14.03,-6.84,20.27,-6.84,False,sz300503
12.53,20240920,13.72,9.62,-12.24,9.62,False,sz002396
5.69,20240927,4.86,8.64,1.85,8.64,False,sz300350
0.0,20250820,15.63,-3.39,2.63,-3.39,False,sz300856
0.0,20251212,14.64,-0.34,-7.63,-0.34,False,sz002890
0.0,20251020,20.7,6.52,-6.34,6.52,False,sz301229
9.68,20240919,3.58,1.12,-11.64,1.12,False,sz002692
5.69,20240927,14.13,11.32,4.82,11.32,False,sz300007
0.0,20251124,58.33,5.09,-3.83,5.09,False,sz300835
-0.3,20240910,12.24,-8.74,4.94,-8.74,False,sz300560
0.0,20250820,42.56,-1.79,11.01,-1.79,False,sz301383
-4.05,20240930,48.33,-0.27,6.8,-0.27,False,sz300049
0.0,20250924,29.73,-0.13,-5.11,-0.13,False,sz301130
5.69,20240927,5479.95,2.48,5.39,2.48,False,sz399812
-8.32,20241008,12.7,-6.85,26.2,-6.85,False,sz002715
-0.3,20240910,16.65,-0.36,-8.24,-0.36,False,sz300378
0.0,20250627,21.17,8.93,-5.53,8.93,False,sz301201
0.2,20241024,3.73,2.68,12.37,2.68,False,sz002424
5.69,20240927,2.04,13.73,4.74,13.73,False,sz300185
-4.05,20240930,1689.01,-5.6,20.06,-5.6,False,sz399639
0.0,20251125,16.22,-1.91,-4.7,-1.91,False,sz300564
-0.67,20240807,10.72,3.54,15.0,3.54,False,sz300565
0.0,20251020,10.4,1.25,-9.01,1.25,False,sz300830
21.89,20240924,3176.53,51.57,-5.07,51.57,True,sz399677
10.03,20240926,4.61,4.99,0.15,4.99,False,sz002697
-4.05,20240930,3017.57,-3.61,16.31,-3.61,False,sz399990
-2.35,20240731,9.33,-3.75,4.64,-3.75,False,sz300632
0.05,20250114,12.42,-4.67,-24.85,-4.67,False,sz300061
0.0,20250904,22.64,4.37,-7.4,4.37,False,sz301118
0.0,20250711,26.08,4.6,14.84,4.6,False,sz002912
0.0,20250716,27.4,-2.55,9.12,-2.55,False,sz001319
5.69,20240927,3383.93,5.65,6.69,5.65,False,sz399009
-4.05,20240930,20.84,-5.66,8.51,-5.66,False,sz002773
0.0,20250901,19.45,-1.85,-4.66,-1.85,False,sz301156
0.0,20251124,22.58,0.09,-6.62,0.09,False,sz301505
-4.05,20240930,5.74,-6.97,16.57,-6.97,False,sz002320
0.0,20250717,14.3,0.35,11.37,0.35,False,sz300707
0.0,20250806,8.77,-0.46,1.74,-0.46,False,sz301062
-2.55,20240905,3.96,-8.84,0.64,-8.84,False,sz300155
0.02,20240806,3.84,-8.85,37.45,-8.85,False,sz002193
5.69,20240927,7.58,3.03,3.43,3.03,False,sz002609
0.0,20250730,54.88,8.75,0.04,8.75,False,sz300904
-0.43,20240823,30.33,-0.99,1.64,-0.99,False,sz300598
-0.42,20240730,18.91,-8.46,0.22,-8.46,False,sz300136
-1.32,20240819,4.17,-18.23,32.08,-18.23,False,sz300385
21.89,20240924,3.86,17.36,-5.24,17.36,False,sz002510
0.0,20260114,32.01,-4.03,16.19,-4.03,False,sz301335
0.82,20250624,13.53,1.18,3.02,1.18,False,sz001387
5.69,20240927,12.34,3.73,2.62,3.73,False,sz002077
10.03,20240926,8.18,8.2,4.01,8.2,False,sz002624
5.69,20240927,4236.57,2.98,5.67,2.98,False,sz399013
5.69,20240927,5.51,-2.18,8.62,-2.18,False,sz002769
-1.56,20240826,47.72,2.12,-5.88,2.12,False,sz300666
5.69,20240927,8.8,10.45,9.86,10.45,False,sz300035
0.0,20251201,47.8,2.49,-7.49,2.49,False,sz003043
0.0,20260105,10.73,6.62,12.59,6.62,False,sz002908
5.69,20240927,31.85,4.43,10.45,4.43,False,sz300552
0.0,20250916,41.36,-7.16,-6.32,-7.16,False,sz300807
1.64,20241106,14.4,-0.28,7.16,-0.28,False,sz002727
-0.22,20250625,10.8,0.74,4.77,0.74,False,sz301102
0.0,20250804,16.62,4.69,-6.73,4.69,False,sz002946
0.0,20250805,16.37,3.18,4.73,3.18,False,sz300667
-4.05,20240930,20.37,-8.89,23.69,-8.89,False,sz300286
5.69,20240927,3.9,5.64,4.5,5.64,False,sz002413
0.0,20250910,14.38,-4.66,9.44,-4.66,False,sz300849
0.21,20240814,4.78,-0.63,18.06,-0.63,False,sz300018
-4.05,20240930,7.27,-3.85,12.86,-3.85,False,sz002117
0.82,20250624,30.46,-0.2,-2.04,-0.2,False,sz301255
10.03,20240926,1.46,7.53,-8.57,7.53,False,sz002470
-1.56,20240826,9.95,-7.34,-5.39,-7.34,False,sz300605
5.69,20240927,6320.64,3.25,5.28,3.25,False,sz399623
10.03,20240926,4912.19,17.38,-2.34,17.38,False,sz399344
0.82,20250624,19.72,1.12,0.78,1.12,False,sz300864
0.0,20250708,53.64,-1.86,8.69,-1.86,False,sz301581
0.0,20250825,27.91,-4.12,4.81,-4.12,False,sz300783
-2.24,20240904,1.51,-8.63,-7.47,-8.63,False,sz200058
0.0,20250929,7.37,6.65,-2.51,6.65,False,sz002996
5.8,20241104,2.25,27.11,-3.45,27.11,True,sz002750
0.6,20240809,2.08,73.08,18.29,73.08,True,sz300256
10.03,20240926,0.66,24.24,-8.1,24.24,True,sz200016
0.0,20251020,20.77,8.47,-12.99,8.47,False,sz301055
-4.05,20240930,9.97,2.21,13.97,2.21,False,sz002023
-4.05,20240930,21.0,11.38,22.1,11.38,False,sz002544
0.0,20250707,32.0,2.44,6.91,2.44,False,sz301361
-2.69,20240830,8.83,0.57,-21.75,0.57,False,sz300582
-2.1,20240903,14.43,-4.16,-15.61,-4.16,False,sz300218
0.0,20250701,38.19,-2.7,10.5,-2.7,False,sz301036
5.69,20240927,3.59,0.84,-3.34,0.84,False,sz002613
0.82,20250624,39.99,0.95,-10.23,0.95,False,sz001279
-2.35,20240731,15.03,-2.93,14.62,-2.93,False,sz002189
-4.05,20240930,17.97,-4.45,21.37,-4.45,False,sz300428
5.69,20240927,8104.03,4.83,3.35,4.83,False,sz399394
0.0,20250806,49.88,0.96,2.13,0.96,False,sz301551
0.0,20250924,29.56,-0.1,-10.78,-0.1,False,sz300753
10.03,20240926,2.09,1.91,12.29,1.91,False,sz002374
0.0,20250626,13.42,1.19,-6.22,1.19,False,sz301078
10.03,20240926,14.48,20.17,4.2,20.17,True,sz300101
21.89,20240924,6.5,41.08,-0.24,41.08,True,sz300466
0.55,20240911,6.05,5.62,-26.7,5.62,False,sz002569
-4.05,20240930,1173.31,-2.73,16.75,-2.73,False,sz399440
10.03,20240926,3.38,20.38,-1.69,20.38,True,sz300230
5.69,20240927,27.99,2.36,27.67,2.36,False,sz002791
0.82,20250624,10.95,1.55,3.47,1.55,False,sz300978
-0.67,20240821,6.09,-5.75,21.08,-5.75,False,sz300083
5.69,20240927,9.86,0.41,10.08,0.41,False,sz002838
-1.49,20240802,5.14,20.23,19.31,20.23,True,sz002488
0.0,20250731,27.55,4.9,8.38,4.9,False,sz300735
-1.87,20240828,7.01,10.7,-5.6,10.7,False,sz002312
-8.32,20241008,16.23,-11.71,41.1,-11.71,False,sz002541
10.03,20240926,3938.74,17.58,-2.61,17.58,False,sz399972
5.69,20240927,12.84,-1.17,2.17,-1.17,False,sz002675
-0.22,20250625,50.83,0.65,3.1,0.65,False,sz301050
5.69,20240927,1879.73,5.27,7.66,5.27,False,sz399695
-0.09,20240805,1.85,-8.65,34.83,-8.65,False,sz300167
0.02,20240806,7.89,-1.14,6.19,-1.14,False,sz300534
5.69,20240927,15.3,5.36,22.03,5.36,False,sz002268
5.69,20240927,1878.2,5.16,5.66,5.16,False,sz399808
-0.42,20240730,10.81,7.49,19.07,7.49,False,sz300053
21.89,20240924,13.07,29.76,5.63,29.76,True,sz002095
0.0,20250812,113.91,0.04,11.83,0.04,False,sz002920
-4.05,20240930,4.5,-3.55,14.38,-3.55,False,sz002226
1.17,20240912,9.2,-1.41,-15.59,-1.41,False,sz002112
-2.35,20240731,11.3,-6.46,18.64,-6.46,False,sz002741
0.0,20251022,54.82,2.59,-4.16,2.59,False,sz301233
0.0,20251224,22.25,-3.15,-5.16,-3.15,False,sz003008
-4.05,20240930,6.83,-5.56,20.38,-5.56,False,sz002171
0.0,20251020,19.89,8.04,-4.56,8.04,False,sz300802
-2.35,20240731,6.25,-5.6,5.24,-5.6,False,sz300304
-2.65,20240902,10.48,-2.39,-6.13,-2.39,False,sz300663
0.0,20251203,55.75,-1.15,-7.62,-1.15,False,sz301080
10.03,20240926,8193.03,12.66,-5.44,12.66,False,sz399645
10.03,20240926,7.05,6.95,-4.06,6.95,False,sz002274
-0.09,20240805,7.39,-4.6,22.29,-4.6,False,sz300528
0.0,20251201,12.54,2.07,0.4,2.07,False,sz002972
