,co_name,symbol,market,asset,co_business,amplitude,pe_s_d,co_intro,sc,hk_equity,exchange,mv,pe_s,pb_d,equity,ps,industry,turnover,oo,pb_MRQ
1566,健倍苗苗,02161,主板,-,-,-,-,健倍苗苗(保健)有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1567,康诺亚-B,02162,主板,-,-,-,-,康诺亚生物医药科技有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1568,远大住工,02163,主板,-,-,-,-,长沙远大住宅工业集团股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1569,领悦服务集团,02165,主板,-,-,-,-,领悦服务集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1570,芯智控股,02166,主板,0.88,-,-,-,芯智控股有限公司,-,5.00亿,HK,8.60亿,11.9513,1.95,5.00亿,0.17,-,0.03%,-,-
1571,天润云,02167,主板,-,-,-,-,天润云股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1572,佳兆业美好,02168,主板,3.60,-,-,-,佳兆业美好集团有限公司,-,18.91亿,HK,113.62亿,-,1.67,18.91亿,1.19,综合化工产品,-,-,-
1573,沧港铁路,02169,主板,-,-,-,-,沧港铁路有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1574,贝康医疗-B,02170,主板,-,-,-,-,苏州贝康医疗股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1575,科济药业-B,02171,主板,-,-,-,-,科济药业控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1576,微创脑科学,02172,主板,-,-,-,-,微创脑科学有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1577,中国通才教育,02175,主板,-,-,-,-,中国通才教育集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1578,赛迪顾问,02176,主板,-,-,-,-,赛迪顾问股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1579,优趣汇控股,02177,主板,-,-,-,-,优趣汇控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1580,百勤油服,02178,主板,0.71,-,-,-,百勤油田服务有限公司,-,17.27亿,HK,6.48亿,-,0.52,17.27亿,1.65,-,0.03%,-,-
1581,瑞科生物-B,02179,主板,-,-,-,-,江苏瑞科生物技术股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1582,万宝盛华,02180,主板,-,-,-,-,万宝盛华大中华有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1583,迈博药业-B,02181,主板,-,-,-,-,迈博药业有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1584,天长集团,02182,主板,-,-,-,-,天长集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1585,百心安-B,02185,主板,-,-,-,-,上海百心安生物技术股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1586,绿叶制药,02186,主板,2.16,-,-,-,绿叶制药集团有限公司,-,33.21亿,HK,154.43亿,15.8465,2.15,33.21亿,4.52,-,0.04%,-,-
1587,智欣集团控股,02187,主板,-,-,-,-,智欣集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1588,泰坦能源技术,02188,主板,0.70,-,-,-,中国泰坦能源技术集团有限公司,-,9.25亿,HK,10.82亿,132.0252,1.68,9.25亿,3.17,工业机械及设备,0.05%,-,-
1589,嘉涛(香港)控股,02189,主板,-,-,-,-,嘉涛(香港)控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1590,归创通桥,02190,主板,-,-,-,-,归创通桥医疗科技股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1591,医脉通,02192,主板,-,-,-,-,医脉通科技有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1592,万景控股,02193,主板,0.64,-,-,-,万景控股有限公司,-,4.21亿,HK,3.99亿,14.6856,1.48,4.21亿,2.37,-,0.04%,-,-
1593,盈汇企业控股,02195,主板,-,-,-,-,盈汇企业控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1594,复星医药,02196,主板,10.05,-,-,-,上海复星医药(集团)股份有限公司,-,4.84亿,HK,749.79亿,23.8523,2.99,24.95亿,4.35,制药,0.98%,-,-
1595,三叶草生物-B,02197,主板,-,-,-,-,三叶草生物制药有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1596,中国三江化工,02198,主板,2.89,-,-,-,中国三江精细化工有限公司,-,9.93亿,HK,23.44亿,3.7822,0.82,9.93亿,0.29,综合化工产品,0.23%,-,-
1597,维珍妮,02199,主板,2.11,-,-,-,维珍妮国际(控股)有限公司,-,12.24亿,HK,69.17亿,15.592,2.67,12.24亿,1.59,-,0.08%,-,-
1598,万科企业,02202,主板,11.63,-,-,-,万科企业股份有限公司,-,13.15亿,HK,2246.46亿,9.3867,1.75,110.39亿,2.64,-,1.44%,-,-
1599,脑洞科技,02203,主板,-,-,-,-,脑洞科技有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1600,康桥悦生活,02205,主板,-,-,-,-,康桥悦生活集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1601,金风科技,02208,主板,8.16,-,-,-,金风科技股份有限公司,-,5.00亿,HK,319.51亿,9.6266,1.43,27.36亿,1.08,工业机械及设备,0.29%,-,-
1602,喆丽控股,02209,主板,-,-,-,-,喆丽控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1603,京城佳业,02210,主板,-,-,-,-,北京京城佳业物业股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1604,大健康国际,02211,主板,1.26,-,-,-,大健康国际集团控股有限公司,-,24.00亿,HK,4.68亿,-,0.15,24.00亿,0.13,-,0.48%,-,-
1605,高鹏矿业,02212,主板,0.04,-,-,-,高鹏矿业控股有限公司,-,36.90亿,HK,8.71亿,-,6.59,36.90亿,56.09,-,0.01%,-,-
1606,德信服务集团,02215,主板,-,-,-,-,德信服务集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1607,堃博医疗-B,02216,主板,-,-,-,-,堃博医疗控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1608,安德利果汁,02218,主板,4.94,-,-,-,烟台北方安德利果汁股份有限公司,-,1.17亿,HK,16.12亿,11.7001,0.89,3.68亿,1.59,饮品 (非酒精类),0.24%,-,-
1609,朝聚眼科,02219,主板,-,-,-,-,朝聚眼科医疗控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1610,创业集团控股,02221,主板,0.78,-,-,-,创业集团(控股)有限公司,-,4.99亿,HK,18.43亿,37.5755,4.71,4.99亿,1.88,-,0.58%,-,-
1611,雷士国际,02222,主板,-,-,-,-,雷士国际控股有限公司,-,-,HK,-,-,-,-,-,家居耐用消费品,-,-,-
1612,卡撒天娇,02223,主板,1.38,-,-,-,卡撒天娇集团有限公司,-,2.58亿,HK,3.05亿,38.4552,0.86,2.58亿,0.85,-,-,-,-
1613,今海医疗科技,02225,主板,-,-,-,-,今海医疗科技股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1614,老恒和酿造,02226,主板,3.67,-,-,-,老恒和酿造有限公司,-,5.79亿,HK,23.84亿,10.3344,1.12,5.79亿,2.54,包装食品与肉类,0.02%,-,-
1615,守益控股,02227,主板,-,-,-,-,守益控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1616,晶泰控股,02228,主板,0.87,-,-,-,晶泰控股有限公司,-,23.29亿,HK,13.98亿,6.4592,0.69,23.29亿,0.93,纺织及成衣,-,-,-
1617,羚邦集团,02230,主板,-,-,-,-,羚邦集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1618,景业名邦集团,02231,主板,-,-,-,-,景业名邦集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1619,晶苑国际,02232,主板,-,-,-,-,晶苑国际集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1620,西部水泥,02233,主板,1.22,-,-,-,中国西部水泥有限公司,-,54.22亿,HK,61.27亿,527.0587,0.93,54.22亿,1.40,建筑材料,0.12%,-,-
1621,微泰医疗-B,02235,主板,-,-,-,-,微泰医疗器械(杭州)股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1622,惠生工程,02236,主板,0.56,-,-,-,惠生工程技术服务有限公司,-,40.65亿,HK,32.11亿,67.0128,1.42,40.65亿,0.84,-,-,-,-
1623,中国石墨,02237,主板,-,-,-,-,中国石墨集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1624,广汽集团,02238,主板,7.60,-,-,-,广州汽车集团股份有限公司,-,22.13亿,HK,814.41亿,11.7289,1.66,64.53亿,1.47,汽车,0.35%,-,-
1625,国微控股,02239,主板,2.55,-,-,-,国微控股有限公司,-,3.02亿,HK,7.67亿,13.4465,0.99,3.02亿,1.60,-,0.01%,-,-
1626,力勤资源,02245,主板,-,-,-,-,宁波力勤资源科技股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1627,快狗打车,02246,主板,-,-,-,-,快狗打车控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1628,小黄鸭德盈,02250,主板,-,-,-,-,小黄鸭德盈控股国际有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1629,鹰瞳科技-B,02251,主板,-,-,-,-,北京鹰瞳科技发展股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1630,微创机器人-B,02252,主板,-,-,-,-,上海微创医疗机器人(集团)股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1631,海昌海洋公园,02255,主板,1.13,-,-,-,海昌海洋公园控股有限公司,-,40.00亿,HK,65.60亿,29.5893,1.46,40.00亿,3.38,-,0.02%,-,-
1632,和誉-B,02256,主板,-,-,-,-,和誉开曼有限责任公司,-,-,HK,-,-,-,-,-,-,-,-,-
1633,圣诺医药-B,02257,主板,-,-,-,-,圣诺医药,-,-,HK,-,-,-,-,-,-,-,-,-
1634,华滋国际海洋,02258,主板,-,-,-,-,华滋国际海洋股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1635,紫金黄金国际,02259,主板,-,-,-,-,紫金黄金国际有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1636,环龙控股,02260,主板,-,-,-,-,环龙控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1637,梁志天设计集团,02262,主板,-,-,-,-,梁志天设计集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1638,富石金融,02263,主板,-,-,-,-,富石金融控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1639,鸿承环保科技,02265,主板,-,-,-,-,鸿承环保科技有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1640,黎氏企业,02266,主板,0.39,-,-,-,黎氏企业控股有限公司,-,4.00亿,HK,9.08亿,31.8975,5.82,4.00亿,2.20,酒店,0.14%,-,-
1641,药明合联,02268,主板,2.61,-,-,-,药明合联生物技术有限公司,-,11.79亿,HK,25.46亿,7.4766,0.83,11.79亿,1.30,造纸、印刷及包装,0.42%,-,-
1642,药明生物,02269,主板,-,-,-,-,药明生物技术有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1643,德商产投服务,02270,主板,-,-,-,-,德商产投服务集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1644,众安智慧生活,02271,主板,-,-,-,-,众安智慧生活服务有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1645,固生堂,02273,主板,-,-,-,-,固生堂控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1646,康耐特光学,02276,主板,-,-,-,-,上海康耐特光学科技集团股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1647,雍禾医疗,02279,主板,-,-,-,-,雍禾医疗集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1648,慧聪集团,02280,主板,3.37,-,-,-,慧聪集团有限公司,-,10.02亿,HK,63.33亿,31.0025,1.88,10.02亿,2.62,-,0.31%,-,-
1649,兴泸水务,02281,主板,2.17,-,-,-,泸州市兴泸水务(集团)股份有限公司,-,2.15亿,HK,15.47亿,10.9429,0.83,8.60亿,-,-,0.06%,-,-
1650,美高梅中国,02282,主板,1.90,-,-,-,美高梅中国控股有限公司,-,38.00亿,HK,643.73亿,21.3748,8.92,38.00亿,4.35,-,0.03%,-,-
1651,东江集团控股,02283,主板,0.83,-,-,-,东江集团(控股)有限公司,-,8.27亿,HK,26.62亿,13.1405,3.89,8.27亿,1.62,-,0.09%,-,-
1652,泉峰控股,02285,主板,-,-,-,-,泉峰控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1653,辰兴发展,02286,主板,2.20,-,-,-,辰兴发展控股有限公司,-,5.00亿,HK,12.10亿,6.9307,1.10,5.00亿,0.97,-,0.03%,-,-
1654,宏基资本,02288,主板,2.21,-,-,-,宏基资本有限公司,-,4.77亿,HK,5.73亿,-,0.54,4.77亿,1.84,建筑,0.05%,-,-
1655,创美药业,02289,主板,4.68,-,-,-,创美药业股份有限公司,-,2800.00万,HK,8.42亿,13.1032,1.67,1.08亿,0.21,-,0.04%,-,-
1656,心泰医疗,02291,主板,-,-,-,-,乐普心泰医疗科技(上海)股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1657,百本医护,02293,主板,0.24,-,-,-,百本医护控股有限公司,-,4.00亿,HK,7.40亿,27.2707,7.69,4.00亿,11.49,-,-,-,-
1658,丰城控股,02295,主板,-,-,-,-,丰城控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1659,润迈德-B,02297,主板,-,-,-,-,润迈德医疗有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1660,都市丽人,02298,主板,1.70,-,-,-,都市丽人(中国)控股有限公司,-,21.46亿,HK,74.27亿,25.4231,2.03,21.46亿,1.19,-,0.69%,-,-
1661,百宏实业,02299,主板,2.72,-,-,-,百宏实业控股有限公司,-,21.50亿,HK,122.13亿,34.9296,2.09,21.50亿,1.78,纺织及成衣,-,-,-
1662,中核国际,02302,主板,1.11,-,-,-,中核国际有限公司,-,4.89亿,HK,16.73亿,-,3.09,4.89亿,8.84,金属采矿及相关贸易,0.02%,-,-
1663,乐华娱乐,02306,主板,-,-,-,-,乐华娱乐集团,-,-,HK,-,-,-,-,-,-,-,-,-
1664,锦兴国际控股,02307,主板,2.09,-,-,-,锦兴国际控股有限公司,-,8.70亿,HK,4.44亿,5.9158,0.24,8.70亿,0.12,纺织及成衣,-,-,-
1665,大象未来集团,02309,主板,0.06,-,-,-,大象未来集团,-,62.93亿,HK,12.08亿,-,3.01,62.93亿,5.23,-,0.06%,-,-
1666,时代环球集团,02310,主板,0.01,-,-,-,时代环球集团控股有限公司,-,4.56亿,HK,1.89亿,-,34.30,4.56亿,0.60,电器部件及设备,0.02%,-,-
1667,LONG投资集团,02312,主板,0.11,-,-,-,Long投资集团,-,8.90亿,HK,1.69亿,-,1.69,8.90亿,-,投资控股及资产管理,0.18%,-,-
1668,申洲国际,02313,主板,12.06,-,-,-,申洲国际集团控股有限公司,-,13.99亿,HK,747.07亿,23.3778,4.43,13.99亿,4.43,-,0.15%,-,-
1669,理文造纸,02314,主板,3.72,-,-,-,理文造纸有限公司,-,45.17亿,HK,297.65亿,10.2553,1.77,45.17亿,1.56,造纸、印刷及包装,0.11%,-,-
1670,百奥赛图-B,02315,主板,-,-,-,-,百奥赛图(北京)医药科技股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1671,味丹国际,02317,主板,1.43,-,-,-,味丹国际(控股)有限公司,-,15.23亿,HK,12.64亿,7.4176,0.58,15.23亿,0.51,综合饮食制造,0.16%,-,-
1672,中国平安,02318,主板,25.35,-,-,-,中国平安保险(集团)股份有限公司,-,74.48亿,HK,9140.12亿,12.752,1.97,182.80亿,5.96,保险,0.68%,-,-
1673,蒙牛乳业,02319,主板,5.94,-,-,-,中国蒙牛乳业有限公司,-,39.25亿,HK,616.23亿,-,2.64,39.25亿,1.02,饮品 (非酒精类),0.20%,-,-
1674,合丰集团,02320,主板,1.83,-,-,-,合丰集团控股有限公司,-,7.97亿,HK,7.81亿,10.1185,0.54,7.97亿,0.65,-,0.27%,-,-
1675,双财庄,02321,主板,-,-,-,-,双财庄有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1676,新质数字,02322,主板,0.23,-,-,-,新质数字科技有限公司,-,36.81亿,HK,30.92亿,-,3.63,36.81亿,1.05,海港与服务,0.02%,-,-
1677,融科控股,02323,主板,0.80,-,-,-,融科控股集团有限公司,-,14.64亿,HK,39.24亿,22.1383,3.36,14.64亿,4.60,电器部件及设备,-,-,-
1678,首都创投,02324,主板,0.56,-,-,-,首都创投有限公司,-,27.55亿,HK,4.74亿,-,0.31,27.55亿,-2.41,投资控股及资产管理,0.08%,-,-
1679,云康集团,02325,主板,-,-,-,-,云康集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1680,新源万恒控股,02326,主板,0.01,-,-,-,新源万恒控股有限公司,-,210.84亿,HK,83.28亿,46.2693,28.42,210.84亿,7.83,家居耐用消费品,0.02%,-,-
1681,美瑞健康国际,02327,主板,0.10,-,-,-,美瑞健康国际产业集团有限公司,-,35.96亿,HK,12.95亿,37.565,3.78,35.96亿,14.88,制药,0.01%,-,-
1682,中国财险,02328,主板,8.99,-,-,-,中国人民财产保险股份有限公司,-,46.00亿,HK,1903.98亿,9.4473,1.43,148.29亿,5.73,保险,0.43%,-,-
1683,国瑞健康,02329,主板,2.41,-,-,-,国瑞健康产业有限公司,-,44.38亿,HK,104.29亿,5.8743,0.97,44.38亿,1.14,-,0.01%,-,-
1684,中国上城,02330,主板,0.37,-,-,-,中国上城集团有限公司,-,15.24亿,HK,3.89亿,75.4874,0.69,15.24亿,0.72,综合地产,0.01%,-,-
1685,李宁,02331,主板,2.07,-,-,-,李宁有限公司,-,21.74亿,HK,115.89亿,16.0137,2.57,21.74亿,1.08,-,0.27%,-,-
1686,长城汽车,02333,主板,6.13,-,-,-,长城汽车股份有限公司,-,31.00亿,HK,747.52亿,6.1977,1.34,91.27亿,0.69,汽车,1.31%,-,-
1687,硕奥国际,02336,主板,0.25,-,-,-,硕奥国际控股有限公司,-,16.11亿,HK,6.36亿,-,1.55,16.11亿,3.27,半导体,0.01%,-,-
1688,众诚能源,02337,主板,-,-,-,-,众诚能源控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1689,潍柴动力,02338,主板,9.26,-,-,-,潍柴动力股份有限公司,-,9.72亿,HK,523.02亿,18.5714,1.41,39.99亿,0.32,工业机械及设备,1.26%,-,-
1690,京西国际,02339,主板,1.37,-,-,-,京西重工国际有限公司,-,5.74亿,HK,8.79亿,8.3562,1.11,5.74亿,0.20,汽车,0.07%,-,-
1691,升柏控股,02340,主板,0.63,-,-,-,升柏控股有限公司,-,3.55亿,HK,4.19亿,-,1.86,3.55亿,0.18,综合支援服务,0.16%,-,-
1692,京信通信,02342,主板,1.40,-,-,-,京信通信系统控股有限公司,-,24.61亿,HK,26.09亿,17.1364,0.76,24.61亿,0.43,电讯及网络器材,0.08%,-,-
1693,太平洋航运,02343,主板,2.00,-,-,-,太平洋航运集团有限公司,-,40.38亿,HK,63.00亿,-,0.78,40.38亿,0.71,海运,0.46%,-,-
1694,友和集团,02347,主板,-,-,-,-,友和集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1695,东瑞制药,02348,主板,2.30,-,-,-,东瑞制药(控股)有限公司,-,8.02亿,HK,36.00亿,12.0989,1.95,8.02亿,3.79,制药,0.04%,-,-
1696,中国城市基础设施,02349,主板,0.51,-,-,-,中国城市基础设施集团有限公司,-,26.67亿,HK,14.40亿,-,1.05,26.67亿,2.27,中国房地产,0.04%,-,-
1697,数科集团,02350,主板,-,-,-,-,数科集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1698,东原仁知服务,02352,主板,-,-,-,-,东原仁知城市运营服务集团股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1699,宝业集团,02355,主板,12.88,-,-,-,宝业集团股份有限公司,-,2.47亿,HK,33.69亿,5.7165,0.44,5.97亿,0.17,建筑,0.03%,-,-
1700,大新银行集团,02356,主板,16.38,-,-,-,大新银行集团有限公司,-,14.04亿,HK,224.85亿,10.4537,0.98,14.04亿,4.75,银行,0.06%,-,-
1701,中航科工,02357,主板,2.55,-,-,-,中国航空科技工业股份有限公司,-,23.56亿,HK,291.74亿,23.1591,1.92,59.66亿,0.69,航空支援及其他服务,0.28%,-,-
1702,久融控股,02358,主板,0.07,-,-,-,久融控股有限公司,-,54.72亿,HK,10.40亿,-,2.63,54.72亿,6.41,电子消费品,0.11%,-,-
1703,药明康德,02359,主板,-,-,-,-,无锡药明康德新药开发股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1704,优品360,02360,主板,-,-,-,-,优品360控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1705,中康科技控股,02361,主板,-,-,-,-,中康科技控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1706,金川国际,02362,主板,1.13,-,-,-,金川集团国际资源有限公司,-,48.34亿,HK,36.25亿,56.7526,0.67,48.34亿,1.17,金属采矿及相关贸易,0.02%,-,-
1707,通达宏泰,02363,主板,-,-,-,-,通达宏泰控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1708,巨子生物,02367,主板,-,-,-,-,巨子生物控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1709,鹰美,02368,主板,2.34,-,-,-,鹰美(国际)控股有限公司,-,5.00亿,HK,10.99亿,8.9051,0.94,5.00亿,0.51,体育用品,-,-,-
1710,酷派集团,02369,主板,1.19,-,-,-,酷派集团有限公司,-,50.33亿,HK,36.24亿,1.5591,0.61,50.33亿,0.33,综合科技,-,-,-
1711,力高健康生活,02370,主板,-,-,-,-,力高健康生活有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1712,创联控股,02371,主板,0.06,-,-,-,创联控股有限公司,-,46.53亿,HK,5.72亿,-,2.10,46.53亿,5.64,广告,-,-,-
1713,伟立控股,02372,主板,-,-,-,-,伟立控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1714,美丽田园医疗健康,02373,主板,-,-,-,-,美丽田园医疗健康产业有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1715,鲁商服务,02376,主板,-,-,-,-,鲁商生活服务股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1716,博奇环保,02377,主板,-,-,-,-,中国博奇环保(控股)有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1717,保诚,02378,主板,57.36,-,-,-,保诚有限公司,-,25.86亿,HK,4563.92亿,24.7537,3.08,25.86亿,4.47,保险,-,-,-
1718,中国电力,02380,主板,4.14,-,-,-,中国电力国际发展有限公司,-,73.55亿,HK,216.98亿,8.1856,0.71,73.55亿,0.98,电力公用事业,0.18%,-,-
1719,蚬壳电业,02381,主板,-,-,-,-,蚬壳电业有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1720,舜宇光学科技,02382,主板,4.99,-,-,-,舜宇光学科技(集团)有限公司,-,10.97亿,HK,673.01亿,47.9335,12.30,10.97亿,4.14,-,0.41%,-,-
1721,TOM集团,02383,主板,-0.11,-,-,-,TOM集团有限公司,-,38.93亿,HK,74.36亿,-,408.16,38.93亿,7.10,广告,-,-,-
1722,读书郎,02385,主板,-,-,-,-,读书郎教育控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1723,中石化炼化工程,02386,主板,6.45,-,-,-,中石化炼化工程(集团)股份有限公司,-,14.61亿,HK,320.14亿,18.0767,1.12,44.28亿,0.74,-,0.13%,-,-
1724,中银香港,02388,主板,21.25,-,-,-,中银香港(控股)有限公司,-,105.73亿,HK,3711.05亿,6.5148,1.65,105.73亿,6.38,银行,0.12%,-,-
1725,北京健康,02389,主板,0.41,-,-,-,北京健康(控股)有限公司,-,61.89亿,HK,32.18亿,-,1.25,61.89亿,16.11,家居耐用消费品,0.04%,-,-
1726,知乎-W,02390,主板,-,-,-,-,知乎,-,-,HK,-,-,-,-,-,-,-,-,-
1727,涂鸦智能-W,02391,主板,-,-,-,-,涂鸦智能,-,-,HK,-,-,-,-,-,-,-,-,-
1728,玄武云,02392,主板,-,-,-,-,玄武云科技控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1729,巨星医疗控股,02393,主板,0.48,-,-,-,巨星医疗控股有限公司,-,21.75亿,HK,82.44亿,36.8233,7.83,21.75亿,2.43,-,0.08%,-,-
1730,华芢生物-B,02396,主板,-,-,-,-,华芢生物科技(青岛)股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1731,中国安储能源,02399,主板,3.30,-,-,-,中国安储能源集团有限公司,-,4.81亿,HK,31.84亿,22.3214,2.00,4.81亿,2.46,-,0.20%,-,-
1732,心动公司,02400,主板,-,-,-,-,心动有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1733,亿华通,02402,主板,-,-,-,-,北京亿华通科技股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1734,力盟科技,02405,主板,-,-,-,-,力盟科技集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1735,高视医疗,02407,主板,-,-,-,-,高视医疗科技有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1736,遇见小面,02408,主板,-,-,-,-,广州遇见小面餐饮股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1737,洲际船务,02409,主板,-,-,-,-,洲际船务集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1738,同源康医药-B,02410,主板,-,-,-,-,浙江同源康医药股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1739,百果园集团,02411,主板,-,-,-,-,深圳百果园实业(集团)股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1740,梅斯健康,02415,主板,-,-,-,-,梅斯健康控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1741,易点云,02416,主板,-,-,-,-,易点云有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1742,德银天下,02418,主板,-,-,-,-,德银天下股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1743,德康农牧,02419,主板,-,-,-,-,四川德康农牧食品集团股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1744,子不语,02420,主板,-,-,-,-,子不语集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1745,嘉创地产,02421,主板,-,-,-,-,嘉创房地产控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1746,润歌互动,02422,主板,-,-,-,-,润歌互动有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1747,贝壳-W,02423,主板,-,-,-,-,贝壳控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1748,澳亚集团,02425,主板,-,-,-,-,澳亚集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1749,GUANZE MEDICAL,02427,主板,-,-,-,-,"Guanze Medical Information Industry (Holding) Co., Ltd.",-,-,HK,-,-,-,-,-,-,-,-,-
1750,友宝在线,02429,主板,-,-,-,-,北京友宝在线科技股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1751,佑驾创新,02431,主板,-,-,-,-,深圳佑驾创新科技股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1752,越疆,02432,主板,-,-,-,-,深圳市越疆科技股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1753,中天湖南集团,02433,主板,-,-,-,-,中天建设(湖南)集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1754,凌雄科技,02436,主板,-,-,-,-,凌雄科技集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1755,出门问问,02438,主板,-,-,-,-,出门问问有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
1756,中宝新材,02439,主板,-,-,-,-,中宝新材集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
